StateCode;State;Year;Population
MT;Montana;2003;919630
MT;Montana;2004;930009
MT;Montana;2005;940102
MT;Montana;2006;952692
MT;Montana;2007;964706
MT;Montana;2008;976415
MT;Montana;2009;983982
MT;Montana;2010;990730
MT;Montana;2011;997518
MT;Montana;2012;1004168
MT;Montana;2013;1014158
MT;Montana;2014;1022657
MT;Montana;2015;1031495
MT;Montana;2016;1042137
MT;Montana;2017;1053862
MT;Montana;2018;1061818
MT;Montana;2019;1070123
MT;Montana;2020;1087230
MT;Montana;2021;1106522
MT;Montana;2022;1122095
MT;Montana;2023;1131302
MT;Montana;2024;1137233
NE;Nebraska;1990;1581660
NE;Nebraska;1991;1595919
NE;Nebraska;1992;1611687
NE;Nebraska;1993;1625590
NE;Nebraska;1994;1639041
NE;Nebraska;1995;1656993
NE;Nebraska;1996;1673740
NE;Nebraska;1997;1686418
NE;Nebraska;1998;1695817
NE;Nebraska;1999;1704764
NE;Nebraska;2000;1713820
NE;Nebraska;2001;1719836
NE;Nebraska;2002;1728292
NE;Nebraska;2003;1738643
NE;Nebraska;2004;1749370
NE;Nebraska;2005;1761497
NE;Nebraska;2006;1772693
NE;Nebraska;2007;1783440
NE;Nebraska;2008;1796378
NE;Nebraska;2009;1812683
NE;Nebraska;2010;1829591
NE;Nebraska;2011;1840914
NE;Nebraska;2012;1853691
NE;Nebraska;2013;1865813
NE;Nebraska;2014;1879955
NE;Nebraska;2015;1892059
NE;Nebraska;2016;1906483
NE;Nebraska;2017;1916998
NE;Nebraska;2018;1925512
NE;Nebraska;2019;1932571
NE;Nebraska;2020;1963387
NE;Nebraska;2021;1964537
NE;Nebraska;2022;1972246
NE;Nebraska;2023;1987864
NE;Nebraska;2024;2005465
NV;Nevada;1990;1220695
NV;Nevada;1991;1296172
NV;Nevada;1992;1351367
NV;Nevada;1993;1411215
NV;Nevada;1994;1499298
NV;Nevada;1995;1581578
NV;Nevada;1996;1666320
NV;Nevada;1997;1764104
NV;Nevada;1998;1853192
NV;Nevada;1999;1934718
NV;Nevada;2000;2018741
NV;Nevada;2001;2098399
NV;Nevada;2002;2173791
NV;Nevada;2003;2248850
NV;Nevada;2004;2346222
NV;Nevada;2005;2432143
NV;Nevada;2006;2522658
NV;Nevada;2007;2601072
NV;Nevada;2008;2653630
NV;Nevada;2009;2684665
NV;Nevada;2010;2702483
NV;Nevada;2011;2713114
NV;Nevada;2012;2744670
NV;Nevada;2013;2776956
NV;Nevada;2014;2818935
NV;Nevada;2015;2868531
NV;Nevada;2016;2919555
NV;Nevada;2017;2972097
NV;Nevada;2018;3030725
NV;Nevada;2019;3090771
NV;Nevada;2020;3116967
NV;Nevada;2021;3148141
NV;Nevada;2022;3176116
NV;Nevada;2023;3214363
NV;Nevada;2024;3267467
NH;New Hampshire;1990;1112384
NH;New Hampshire;1991;1109929
NH;New Hampshire;1992;1117785
NH;New Hampshire;1993;1129458
NH;New Hampshire;1994;1142561
NH;New Hampshire;1995;1157561
NH;New Hampshire;1996;1174719
NH;New Hampshire;1997;1189425
NH;New Hampshire;1998;1205941
NH;New Hampshire;1999;1222015
NH;New Hampshire;2000;1239882
NH;New Hampshire;2001;1255517
NH;New Hampshire;2002;1269089
NH;New Hampshire;2003;1279840
NH;New Hampshire;2004;1290121
NH;New Hampshire;2005;1298492
NH;New Hampshire;2006;1308389
NH;New Hampshire;2007;1312540
NH;New Hampshire;2008;1315906
NH;New Hampshire;2009;1316102
NH;New Hampshire;2010;1316807
NH;New Hampshire;2011;1320444
NH;New Hampshire;2012;1324677
NH;New Hampshire;2013;1327272
NH;New Hampshire;2014;1334257
NH;New Hampshire;2015;1337480
NH;New Hampshire;2016;1343694
NH;New Hampshire;2017;1350395
NH;New Hampshire;2018;1355064
NH;New Hampshire;2019;1360783
NH;New Hampshire;2020;1378756
NH;New Hampshire;2021;1387677
NH;New Hampshire;2022;1396678
NH;New Hampshire;2023;1402199
NH;New Hampshire;2024;1409032
NJ;New Jersey;1990;7762963
NJ;New Jersey;1991;7814676
NJ;New Jersey;1992;7880508
NJ;New Jersey;1993;7948915
NJ;New Jersey;1994;8014306
NJ;New Jersey;1995;8083242
NJ;New Jersey;1996;8149596
NJ;New Jersey;1997;8218808
NJ;New Jersey;1998;8287418
NJ;New Jersey;1999;8359592
NJ;New Jersey;2000;8430621
NJ;New Jersey;2001;8492671
NJ;New Jersey;2002;8552643
NJ;New Jersey;2003;8601402
NJ;New Jersey;2004;8634561
NJ;New Jersey;2005;8651974
NJ;New Jersey;2006;8661679
NJ;New Jersey;2007;8677885
NJ;New Jersey;2008;8711090
NJ;New Jersey;2009;8755602
NJ;New Jersey;2010;8799451
NJ;New Jersey;2011;8828552
NJ;New Jersey;2012;8845671
NJ;New Jersey;2013;8857821
NJ;New Jersey;2014;8867277
NJ;New Jersey;2015;8870312
NJ;New Jersey;2016;8873584
NJ;New Jersey;2017;8888147
NJ;New Jersey;2018;8891730
NJ;New Jersey;2019;8891258
NJ;New Jersey;2020;9272794
NJ;New Jersey;2021;9270541
NJ;New Jersey;2022;9295227
NJ;New Jersey;2023;9379642
NJ;New Jersey;2024;9500851
NM;New Mexico;1990;1521574
NM;New Mexico;1991;1555305
NM;New Mexico;1992;1595442
NM;New Mexico;1993;1636453
NM;New Mexico;1994;1682398
NM;New Mexico;1995;1720394
NM;New Mexico;1996;1752326
NM;New Mexico;1997;1774839
NM;New Mexico;1998;1793484
NM;New Mexico;1999;1808082
NM;New Mexico;2000;1821204
NM;New Mexico;2001;1831690
NM;New Mexico;2002;1855309
NM;New Mexico;2003;1877574
NM;New Mexico;2004;1903808
NM;New Mexico;2005;1932274
NM;New Mexico;2006;1962137
NM;New Mexico;2007;1990070
NM;New Mexico;2008;2010662
NM;New Mexico;2009;2036802
NM;New Mexico;2010;2064614
NM;New Mexico;2011;2080707
NM;New Mexico;2012;2087715
NM;New Mexico;2013;2092833
NM;New Mexico;2014;2090236
NM;New Mexico;2015;2090071
NM;New Mexico;2016;2092555
NM;New Mexico;2017;2092844
NM;New Mexico;2018;2093754
NM;New Mexico;2019;2099634
NM;New Mexico;2020;2118606
NM;New Mexico;2021;2117333
NM;New Mexico;2022;2113868
NM;New Mexico;2023;2121164
NM;New Mexico;2024;2130256
NY;New York;1990;18020784
NY;New York;1991;18122510
NY;New York;1992;18246653
NY;New York;1993;18374954
NY;New York;1994;18459470
NY;New York;1995;18524104
NY;New York;1996;18588460
NY;New York;1997;18656546
NY;New York;1998;18755906
NY;New York;1999;18882725
NY;New York;2000;19001780
NY;New York;2001;19082838
NY;New York;2002;19137800
NY;New York;2003;19175939
NY;New York;2004;19171567
NY;New York;2005;19132610
NY;New York;2006;19104631
NY;New York;2007;19132335
NY;New York;2008;19212436
NY;New York;2009;19307066
NY;New York;2010;19399956
NY;New York;2011;19499921
NY;New York;2012;19574362
NY;New York;2013;19626488
NY;New York;2014;19653431
NY;New York;2015;19657321
NY;New York;2016;19636391
NY;New York;2017;19593849
NY;New York;2018;19544098
NY;New York;2019;19463131
NY;New York;2020;20105171
NY;New York;2021;19848276
NY;New York;2022;19703747
NY;New York;2023;19737367
NY;New York;2024;19867248
NC;North Carolina;1990;6664016
NC;North Carolina;1991;6784280
NC;North Carolina;1992;6897214
NC;North Carolina;1993;7042818
NC;North Carolina;1994;7187398
NC;North Carolina;1995;7344674
NC;North Carolina;1996;7500670
NC;North Carolina;1997;7656825
NC;North Carolina;1998;7809122
NC;North Carolina;1999;7949362
NC;North Carolina;2000;8081614
NC;North Carolina;2001;8210122
NC;North Carolina;2002;8326201
NC;North Carolina;2003;8422501
NC;North Carolina;2004;8553152
NC;North Carolina;2005;8705407
NC;North Carolina;2006;8917270
NC;North Carolina;2007;9118037
NC;North Carolina;2008;9309449
NC;North Carolina;2009;9449566
NC;North Carolina;2010;9574586
NC;North Carolina;2011;9658913
NC;North Carolina;2012;9751810
NC;North Carolina;2013;9846717
NC;North Carolina;2014;9937295
NC;North Carolina;2015;10037218
NC;North Carolina;2016;10161802
NC;North Carolina;2017;10275758
NC;North Carolina;2018;10391358
NC;North Carolina;2019;10501384
NC;North Carolina;2020;10449652
NC;North Carolina;2021;10564320
NC;North Carolina;2022;10710793
NC;North Carolina;2023;10881189
NC;North Carolina;2024;11046024
ND;North Dakota;1990;637685
ND;North Dakota;1991;635753
ND;North Dakota;1992;638223
ND;North Dakota;1993;641216
ND;North Dakota;1994;644806
ND;North Dakota;1995;647832
ND;North Dakota;1996;650382
ND;North Dakota;1997;649716
ND;North Dakota;1998;647532
ND;North Dakota;1999;644259
ND;North Dakota;2000;642023
ND;North Dakota;2001;639062
ND;North Dakota;2002;638168
ND;North Dakota;2003;638817
ND;North Dakota;2004;644705
ND;North Dakota;2005;646089
ND;North Dakota;2006;649422
ND;North Dakota;2007;652822
ND;North Dakota;2008;657569
ND;North Dakota;2009;664968
ND;North Dakota;2010;674752
ND;North Dakota;2011;685526
ND;North Dakota;2012;702227
ND;North Dakota;2013;723149
ND;North Dakota;2014;738736
ND;North Dakota;2015;755537
ND;North Dakota;2016;756114
ND;North Dakota;2017;756755
ND;North Dakota;2018;760062
ND;North Dakota;2019;763724
ND;North Dakota;2020;779563
ND;North Dakota;2021;777966
ND;North Dakota;2022;781057
ND;North Dakota;2023;789047
ND;North Dakota;2024;796568
OH;Ohio;1990;10864162
OH;Ohio;1991;10945762
OH;Ohio;1992;11029431
OH;Ohio;1993;11101140
OH;Ohio;1994;11152455
OH;Ohio;1995;11202751
OH;Ohio;1996;11242827
OH;Ohio;1997;11277357
OH;Ohio;1998;11311536
OH;Ohio;1999;11335454
OH;Ohio;2000;11363543
OH;Ohio;2001;11387404
OH;Ohio;2002;11407889
OH;Ohio;2003;11434788
OH;Ohio;2004;11452251
OH;Ohio;2005;11463320
OH;Ohio;2006;11481213
OH;Ohio;2007;11500468
OH;Ohio;2008;11515391
OH;Ohio;2009;11528896
OH;Ohio;2010;11539449
OH;Ohio;2011;11545735
OH;Ohio;2012;11550971
OH;Ohio;2013;11579692
OH;Ohio;2014;11606573
OH;Ohio;2015;11622315
OH;Ohio;2016;11640060
OH;Ohio;2017;11665706
OH;Ohio;2018;11680892
OH;Ohio;2019;11696507
OH;Ohio;2020;11798905
OH;Ohio;2021;11767344
OH;Ohio;2022;11777874
OH;Ohio;2023;11824034
OH;Ohio;2024;11883304
OK;Oklahoma;1990;3148825
OK;Oklahoma;1991;3175440
OK;Oklahoma;1992;3220517
OK;Oklahoma;1993;3252285
OK;Oklahoma;1994;3280940
OK;Oklahoma;1995;3308208
OK;Oklahoma;1996;3340129
OK;Oklahoma;1997;3372918
OK;Oklahoma;1998;3405194
OK;Oklahoma;1999;3437148
OK;Oklahoma;2000;3454365
OK;Oklahoma;2001;3467100
OK;Oklahoma;2002;3489080
OK;Oklahoma;2003;3504892
OK;Oklahoma;2004;3525233
OK;Oklahoma;2005;3548597
OK;Oklahoma;2006;3594090
OK;Oklahoma;2007;3634349
OK;Oklahoma;2008;3668976
OK;Oklahoma;2009;3717572
OK;Oklahoma;2010;3760014
OK;Oklahoma;2011;3788824
OK;Oklahoma;2012;3819320
OK;Oklahoma;2013;3853891
OK;Oklahoma;2014;3879187
OK;Oklahoma;2015;3910518
OK;Oklahoma;2016;3928143
OK;Oklahoma;2017;3933602
OK;Oklahoma;2018;3943488
OK;Oklahoma;2019;3960676
OK;Oklahoma;2020;3965415
OK;Oklahoma;2021;3992238
OK;Oklahoma;2022;4026229
OK;Oklahoma;2023;4063882
OK;Oklahoma;2024;4095393
OR;Oregon;1990;2860375
OR;Oregon;1991;2928507
OR;Oregon;1992;2991755
OR;Oregon;1993;3060367
OR;Oregon;1994;3121264
OR;Oregon;1995;3184369
OR;Oregon;1996;3247111
OR;Oregon;1997;3304310
OR;Oregon;1998;3352449
OR;Oregon;1999;3393941
OR;Oregon;2000;3429708
OR;Oregon;2001;3467937
OR;Oregon;2002;3513424
OR;Oregon;2003;3547376
OR;Oregon;2004;3569463
OR;Oregon;2005;3613202
OR;Oregon;2006;3670883
OR;Oregon;2007;3722417
OR;Oregon;2008;3768748
OR;Oregon;2009;3808600
OR;Oregon;2010;3837614
OR;Oregon;2011;3872672
OR;Oregon;2012;3900102
OR;Oregon;2013;3924110
OR;Oregon;2014;3965447
OR;Oregon;2015;4018542
OR;Oregon;2016;4093271
OR;Oregon;2017;4147294
OR;Oregon;2018;4183538
OR;Oregon;2019;4216116
OR;Oregon;2020;4243779
OR;Oregon;2021;4254280
OR;Oregon;2022;4247372
OR;Oregon;2023;4253653
OR;Oregon;2024;4272371
PA;Pennsylvania;1990;11903299
PA;Pennsylvania;1991;11982164
PA;Pennsylvania;1992;12049450
PA;Pennsylvania;1993;12119724
PA;Pennsylvania;1994;12166050
PA;Pennsylvania;1995;12198403
PA;Pennsylvania;1996;12220464
PA;Pennsylvania;1997;12227814
PA;Pennsylvania;1998;12245672
PA;Pennsylvania;1999;12263805
PA;Pennsylvania;2000;12284173
PA;Pennsylvania;2001;12298970
PA;Pennsylvania;2002;12331031
PA;Pennsylvania;2003;12374658
PA;Pennsylvania;2004;12410722
PA;Pennsylvania;2005;12449990
PA;Pennsylvania;2006;12510809
PA;Pennsylvania;2007;12563937
PA;Pennsylvania;2008;12612285
PA;Pennsylvania;2009;12666858
PA;Pennsylvania;2010;12711406
PA;Pennsylvania;2011;12747052
PA;Pennsylvania;2012;12769123
PA;Pennsylvania;2013;12779538
PA;Pennsylvania;2014;12792392
PA;Pennsylvania;2015;12789838
PA;Pennsylvania;2016;12788468
PA;Pennsylvania;2017;12794679
PA;Pennsylvania;2018;12809107
PA;Pennsylvania;2019;12798883
PA;Pennsylvania;2020;12996143
PA;Pennsylvania;2021;13015571
PA;Pennsylvania;2022;12984990
PA;Pennsylvania;2023;13017721
PA;Pennsylvania;2024;13078751
RI;Rhode Island;1990;1005995
RI;Rhode Island;1991;1010649
RI;Rhode Island;1992;1012581
RI;Rhode Island;1993;1015113
RI;Rhode Island;1994;1015960
RI;Rhode Island;1995;1017002
RI;Rhode Island;1996;1020893
RI;Rhode Island;1997;1025353
RI;Rhode Island;1998;1031155
RI;Rhode Island;1999;1040402
RI;Rhode Island;2000;1050268
RI;Rhode Island;2001;1057142
RI;Rhode Island;2002;1065995
RI;Rhode Island;2003;1071342
RI;Rhode Island;2004;1074579
RI;Rhode Island;2005;1067916
RI;Rhode Island;2006;1063096
RI;Rhode Island;2007;1057315
RI;Rhode Island;2008;1055003
RI;Rhode Island;2009;1053646
RI;Rhode Island;2010;1053994
RI;Rhode Island;2011;1053829
RI;Rhode Island;2012;1054893
RI;Rhode Island;2013;1055560
RI;Rhode Island;2014;1056511
RI;Rhode Island;2015;1056886
RI;Rhode Island;2016;1057816
RI;Rhode Island;2017;1056554
RI;Rhode Island;2018;1059338
RI;Rhode Island;2019;1058158
RI;Rhode Island;2020;1096530
RI;Rhode Island;2021;1097246
RI;Rhode Island;2022;1099498
RI;Rhode Island;2023;1103429
RI;Rhode Island;2024;1112308
SC;South Carolina;1990;3501155
SC;South Carolina;1991;3570404
SC;South Carolina;1992;3620464
SC;South Carolina;1993;3663314
SC;South Carolina;1994;3705397
SC;South Carolina;1995;3748582
SC;South Carolina;1996;3796200
SC;South Carolina;1997;3859696
SC;South Carolina;1998;3919235
SC;South Carolina;1999;3974682
SC;South Carolina;2000;4024223
SC;South Carolina;2001;4064995
SC;South Carolina;2002;4107795
SC;South Carolina;2003;4150297
SC;South Carolina;2004;4210921
SC;South Carolina;2005;4270150
SC;South Carolina;2006;4357847
SC;South Carolina;2007;4444110
SC;South Carolina;2008;4528996
SC;South Carolina;2009;4589872
SC;South Carolina;2010;4635846
SC;South Carolina;2011;4672655
SC;South Carolina;2012;4719027
SC;South Carolina;2013;4766469
SC;South Carolina;2014;4826858
SC;South Carolina;2015;4896006
SC;South Carolina;2016;4963031
SC;South Carolina;2017;5027102
SC;South Carolina;2018;5091702
SC;South Carolina;2019;5157702
SC;South Carolina;2020;5132249
SC;South Carolina;2021;5194274
SC;South Carolina;2022;5287935
SC;South Carolina;2023;5387830
SC;South Carolina;2024;5478831
SD;South Dakota;1990;697101
SD;South Dakota;1991;703669
SD;South Dakota;1992;712801
SD;South Dakota;1993;722160
SD;South Dakota;1994;730790
SD;South Dakota;1995;737926
SD;South Dakota;1996;742214
SD;South Dakota;1997;744223
SD;South Dakota;1998;746059
SD;South Dakota;1999;750413
SD;South Dakota;2000;755844
SD;South Dakota;2001;757972
SD;South Dakota;2002;760020
SD;South Dakota;2003;763729
SD;South Dakota;2004;770396
SD;South Dakota;2005;775493
SD;South Dakota;2006;783033
SD;South Dakota;2007;791623
SD;South Dakota;2008;799124
SD;South Dakota;2009;807067
SD;South Dakota;2010;816193
SD;South Dakota;2011;823740
SD;South Dakota;2012;833859
SD;South Dakota;2013;842751
SD;South Dakota;2014;849670
SD;South Dakota;2015;854663
SD;South Dakota;2016;863693
SD;South Dakota;2017;873732
SD;South Dakota;2018;879386
SD;South Dakota;2019;887127
SD;South Dakota;2020;887948
SD;South Dakota;2021;896492
SD;South Dakota;2022;909723
SD;South Dakota;2023;918305
SD;South Dakota;2024;924669
TN;Tennessee;1990;4894492
TN;Tennessee;1991;4966587
TN;Tennessee;1992;5049742
TN;Tennessee;1993;5137584
TN;Tennessee;1994;5231438
TN;Tennessee;1995;5326936
TN;Tennessee;1996;5416643
TN;Tennessee;1997;5499233
TN;Tennessee;1998;5570045
TN;Tennessee;1999;5638706
TN;Tennessee;2000;5703719
TN;Tennessee;2001;5750789
TN;Tennessee;2002;5795918
TN;Tennessee;2003;5847812
TN;Tennessee;2004;5910809
TN;Tennessee;2005;5991057
TN;Tennessee;2006;6088766
TN;Tennessee;2007;6175727
TN;Tennessee;2008;6247411
TN;Tennessee;2009;6306019
TN;Tennessee;2010;6355518
TN;Tennessee;2011;6400298
TN;Tennessee;2012;6455752
TN;Tennessee;2013;6496943
TN;Tennessee;2014;6544617
TN;Tennessee;2015;6595354
TN;Tennessee;2016;6651277
TN;Tennessee;2017;6714748
TN;Tennessee;2018;6778180
TN;Tennessee;2019;6830325
TN;Tennessee;2020;6927904
TN;Tennessee;2021;6965740
TN;Tennessee;2022;7062217
TN;Tennessee;2023;7148304
TN;Tennessee;2024;7227750
TX;Texas;1990;17056755
TX;Texas;1991;17398005
TX;Texas;1992;17759738
TX;Texas;1993;18161612
TX;Texas;1994;18564062
TX;Texas;1995;18958751
TX;Texas;1996;19340342
TX;Texas;1997;19740317
TX;Texas;1998;20157531
TX;Texas;1999;20558220
TX;Texas;2000;20944499
TX;Texas;2001;21319622
TX;Texas;2002;21690325
TX;Texas;2003;22030931
TX;Texas;2004;22394023
TX;Texas;2005;22778123
TX;Texas;2006;23359580
TX;Texas;2007;23831983
TX;Texas;2008;24309039
TX;Texas;2009;24801761
TX;Texas;2010;25241897
TX;Texas;2011;25645504
TX;Texas;2012;26084120
TX;Texas;2013;26479646
TX;Texas;2014;26963092
TX;Texas;2015;27468531
TX;Texas;2016;27914064
TX;Texas;2017;28291024
TX;Texas;2018;28624564
TX;Texas;2019;28986794
TX;Texas;2020;29239570
TX;Texas;2021;29570351
TX;Texas;2022;30113488
TX;Texas;2023;30727890
TX;Texas;2024;31290831
UT;Utah;1990;1731223
UT;Utah;1991;1779780
UT;Utah;1992;1836799
UT;Utah;1993;1898404
UT;Utah;1994;1960446
UT;Utah;1995;2014179
UT;Utah;1996;2067976
UT;Utah;1997;2119784
UT;Utah;1998;2165961
UT;Utah;1999;2203482
UT;Utah;2000;2244502
UT;Utah;2001;2283715
UT;Utah;2002;2324815
UT;Utah;2003;2360137
UT;Utah;2004;2401580
UT;Utah;2005;2457719
UT;Utah;2006;2525507
UT;Utah;2007;2597746
UT;Utah;2008;2663029
UT;Utah;2009;2723421
UT;Utah;2010;2775413
UT;Utah;2011;2814797
UT;Utah;2012;2854146
UT;Utah;2013;2898773
UT;Utah;2014;2938327
UT;Utah;2015;2983626
UT;Utah;2016;3044241
UT;Utah;2017;3103540
UT;Utah;2018;3155153
UT;Utah;2019;3203383
UT;Utah;2020;3284077
UT;Utah;2021;3339738
UT;Utah;2022;3391011
UT;Utah;2023;3443222
UT;Utah;2024;3503613
VT;Vermont;1990;564798
VT;Vermont;1991;568606
VT;Vermont;1992;572751
VT;Vermont;1993;577748
VT;Vermont;1994;583836
VT;Vermont;1995;589003
VT;Vermont;1996;593701
VT;Vermont;1997;597239
VT;Vermont;1998;600416
VT;Vermont;1999;604683
VT;Vermont;2000;609618
VT;Vermont;2001;612223
VT;Vermont;2002;615442
VT;Vermont;2003;617858
VT;Vermont;2004;619920
VT;Vermont;2005;621215
VT;Vermont;2006;622892
VT;Vermont;2007;623481
VT;Vermont;2008;624151
VT;Vermont;2009;624817
VT;Vermont;2010;625886
VT;Vermont;2011;627197
VT;Vermont;2012;626361
VT;Vermont;2013;626603
VT;Vermont;2014;625693
VT;Vermont;2015;625810
VT;Vermont;2016;624366
VT;Vermont;2017;625132
VT;Vermont;2018;624802
VT;Vermont;2019;624046
VT;Vermont;2020;642977
VT;Vermont;2021;647210
VT;Vermont;2022;648142
VT;Vermont;2023;648708
VT;Vermont;2024;648493
VA;Virginia;1990;6216884
VA;Virginia;1991;6301217
VA;Virginia;1992;6414307
VA;Virginia;1993;6509630
VA;Virginia;1994;6593139
VA;Virginia;1995;6670693
VA;Virginia;1996;6750884
VA;Virginia;1997;6829183
VA;Virginia;1998;6900918
VA;Virginia;1999;7000174
VA;Virginia;2000;7105817
VA;Virginia;2001;7198362
VA;Virginia;2002;7286873
VA;Virginia;2003;7366977
VA;Virginia;2004;7475575
VA;Virginia;2005;7577105
VA;Virginia;2006;7673725
VA;Virginia;2007;7751000
VA;Virginia;2008;7833496
VA;Virginia;2009;7925937
VA;Virginia;2010;8024004
VA;Virginia;2011;8102437
VA;Virginia;2012;8187456
VA;Virginia;2013;8255861
VA;Virginia;2014;8315430
VA;Virginia;2015;8367303
VA;Virginia;2016;8417651
VA;Virginia;2017;8471011
VA;Virginia;2018;8510920
VA;Virginia;2019;8556642
VA;Virginia;2020;8637615
VA;Virginia;2021;8658910
VA;Virginia;2022;8683414
VA;Virginia;2023;8734685
VA;Virginia;2024;8811195
WA;Washington;1990;4903043
WA;Washington;1991;5025624
WA;Washington;1992;5160757
WA;Washington;1993;5278842
WA;Washington;1994;5375161
WA;Washington;1995;5481027
WA;Washington;1996;5569753
WA;Washington;1997;5674747
WA;Washington;1998;5769562
WA;Washington;1999;5842564
WA;Washington;2000;5910512
WA;Washington;2001;5985722
WA;Washington;2002;6052349
WA;Washington;2003;6104115
WA;Washington;2004;6178645
WA;Washington;2005;6257305
WA;Washington;2006;6370753
WA;Washington;2007;6461587
WA;Washington;2008;6562231
WA;Washington;2009;6667426
WA;Washington;2010;6743009
WA;Washington;2011;6827479
WA;Washington;2012;6898599
WA;Washington;2013;6966252
WA;Washington;2014;7057531
WA;Washington;2015;7167287
WA;Washington;2016;7299961
WA;Washington;2017;7427951
WA;Washington;2018;7526793
WA;Washington;2019;7614024
WA;Washington;2020;7727209
WA;Washington;2021;7743760
WA;Washington;2022;7794123
WA;Washington;2023;7857320
WA;Washington;2024;7958180
WV;West Virginia;1990;1792548
WV;West Virginia;1991;1798735
WV;West Virginia;1992;1806451
WV;West Virginia;1993;1817539
WV;West Virginia;1994;1820421
WV;West Virginia;1995;1823700
WV;West Virginia;1996;1822808
WV;West Virginia;1997;1819113
WV;West Virginia;1998;1815609
WV;West Virginia;1999;1811799
WV;West Virginia;2000;1807021
WV;West Virginia;2001;1801481
WV;West Virginia;2002;1805414
WV;West Virginia;2003;1812295
WV;West Virginia;2004;1816438
WV;West Virginia;2005;1820492
WV;West Virginia;2006;1827912
WV;West Virginia;2007;1834052
WV;West Virginia;2008;1840310
WV;West Virginia;2009;1847775
WV;West Virginia;2010;1854265
WV;West Virginia;2011;1856606
WV;West Virginia;2012;1857446
WV;West Virginia;2013;1854768
WV;West Virginia;2014;1850569
WV;West Virginia;2015;1843332
WV;West Virginia;2016;1832435
WV;West Virginia;2017;1818683
WV;West Virginia;2018;1805953
WV;West Virginia;2019;1795263
WV;West Virginia;2020;1791646
WV;West Virginia;2021;1785618
WV;West Virginia;2022;1774122
WV;West Virginia;2023;1770495
WV;West Virginia;2024;1769979
WI;Wisconsin;1990;4904562
WI;Wisconsin;1991;4964343
WI;Wisconsin;1992;5025398
WI;Wisconsin;1993;5084889
WI;Wisconsin;1994;5133678
WI;Wisconsin;1995;5184836
WI;Wisconsin;1996;5229986
WI;Wisconsin;1997;5266213
WI;Wisconsin;1998;5297673
WI;Wisconsin;1999;5332666
WI;Wisconsin;2000;5373999
WI;Wisconsin;2001;5406835
WI;Wisconsin;2002;5445162
WI;Wisconsin;2003;5479203
WI;Wisconsin;2004;5514026
WI;Wisconsin;2005;5546166
WI;Wisconsin;2006;5577655
WI;Wisconsin;2007;5610775
WI;Wisconsin;2008;5640996
WI;Wisconsin;2009;5669264
WI;Wisconsin;2010;5690538
WI;Wisconsin;2011;5705840
WI;Wisconsin;2012;5720825
WI;Wisconsin;2013;5738012
WI;Wisconsin;2014;5753199
WI;Wisconsin;2015;5762927
WI;Wisconsin;2016;5775170
WI;Wisconsin;2017;5793147
WI;Wisconsin;2018;5809319
WI;Wisconsin;2019;5824581
WI;Wisconsin;2020;5897375
WI;Wisconsin;2021;5881608
WI;Wisconsin;2022;5903975
WI;Wisconsin;2023;5930405
WI;Wisconsin;2024;5960975
WY;Wyoming;1990;453690
WY;Wyoming;1991;459260
WY;Wyoming;1992;466251
WY;Wyoming;1993;473081
WY;Wyoming;1994;480283
WY;Wyoming;1995;485160
WY;Wyoming;1996;488167
WY;Wyoming;1997;489452
WY;Wyoming;1998;490787
WY;Wyoming;1999;491780
WY;Wyoming;2000;494300
WY;Wyoming;2001;494657
WY;Wyoming;2002;500017
WY;Wyoming;2003;503453
WY;Wyoming;2004;509106
WY;Wyoming;2005;514157
WY;Wyoming;2006;522667
WY;Wyoming;2007;534876
WY;Wyoming;2008;546043
WY;Wyoming;2009;559851
WY;Wyoming;2010;564531
WY;Wyoming;2011;567491
WY;Wyoming;2012;576656
WY;Wyoming;2013;582620
WY;Wyoming;2014;583159
WY;Wyoming;2015;586389
WY;Wyoming;2016;585243
WY;Wyoming;2017;579994
WY;Wyoming;2018;579054
WY;Wyoming;2019;580116
WY;Wyoming;2020;577681
WY;Wyoming;2021;579636
WY;Wyoming;2022;581978
WY;Wyoming;2023;585067
WY;Wyoming;2024;587618
PR;Puerto Rico;2010;3721525
PR;Puerto Rico;2011;3678732
PR;Puerto Rico;2012;3634488
PR;Puerto Rico;2013;3593077
PR;Puerto Rico;2014;3534874
PR;Puerto Rico;2015;3473232
PR;Puerto Rico;2016;3406672
PR;Puerto Rico;2017;3325284
PR;Puerto Rico;2018;3193344
PR;Puerto Rico;2019;3193553
