Countyfips;StateCode;State;Year;Total Population
0;MI;Michigan;2005;10051137
0;MI;Michigan;2006;10036081
0;MI;Michigan;2007;10001284
0;MI;Michigan;2008;9946889
0;MI;Michigan;2009;9901591
0;MI;Michigan;2010;9877597
0;MI;Michigan;2011;9883053
0;MI;Michigan;2012;9898289
0;MI;Michigan;2013;9914802
0;MI;Michigan;2014;9932033
0;MI;Michigan;2015;9934483
0;MI;Michigan;2016;9954117
0;MI;Michigan;2017;9976752
0;MI;Michigan;2018;9987286
0;MI;Michigan;2019;9984795
0;MI;Michigan;2020;10072703
0;MI;Michigan;2021;10041351
0;MI;Michigan;2022;10050877
0;MI;Michigan;2023;10083356
0;MI;Michigan;2024;10140459
0;MN;Minnesota;1990;4389857
0;MN;Minnesota;1991;4440859
0;MN;Minnesota;1992;4495572
0;MN;Minnesota;1993;4555956
0;MN;Minnesota;1994;4610355
0;MN;Minnesota;1995;4660180
0;MN;Minnesota;1996;4712827
0;MN;Minnesota;1997;4763390
0;MN;Minnesota;1998;4813412
0;MN;Minnesota;1999;4873481
0;MN;Minnesota;2000;4933692
0;MN;Minnesota;2001;4982796
0;MN;Minnesota;2002;5018935
0;MN;Minnesota;2003;5053572
0;MN;Minnesota;2004;5087713
0;MN;Minnesota;2005;5119598
0;MN;Minnesota;2006;5163555
0;MN;Minnesota;2007;5207203
0;MN;Minnesota;2008;5247018
0;MN;Minnesota;2009;5281203
0;MN;Minnesota;2010;5310934
0;MN;Minnesota;2011;5346620
0;MN;Minnesota;2012;5377500
0;MN;Minnesota;2013;5414722
0;MN;Minnesota;2014;5452665
0;MN;Minnesota;2015;5484002
0;MN;Minnesota;2016;5525360
0;MN;Minnesota;2017;5569283
0;MN;Minnesota;2018;5608762
0;MN;Minnesota;2019;5640053
0;MN;Minnesota;2020;5710735
0;MN;Minnesota;2021;5718660
0;MN;Minnesota;2022;5721621
0;MN;Minnesota;2023;5753048
0;MN;Minnesota;2024;5793151
0;MS;Mississippi;1990;2578897
0;MS;Mississippi;1991;2598733
0;MS;Mississippi;1992;2623734
0;MS;Mississippi;1993;2655100
0;MS;Mississippi;1994;2688992
0;MS;Mississippi;1995;2722659
0;MS;Mississippi;1996;2748085
0;MS;Mississippi;1997;2777004
0;MS;Mississippi;1998;2804834
0;MS;Mississippi;1999;2828408
0;MS;Mississippi;2000;2848353
0;MS;Mississippi;2001;2852994
0;MS;Mississippi;2002;2858681
0;MS;Mississippi;2003;2868312
0;MS;Mississippi;2004;2889010
0;MS;Mississippi;2005;2905943
0;MS;Mississippi;2006;2904978
0;MS;Mississippi;2007;2928350
0;MS;Mississippi;2008;2947806
0;MS;Mississippi;2009;2958774
0;MS;Mississippi;2010;2970615
0;MS;Mississippi;2011;2979147
0;MS;Mississippi;2012;2984599
0;MS;Mississippi;2013;2989839
0;MS;Mississippi;2014;2991892
0;MS;Mississippi;2015;2990231
0;MS;Mississippi;2016;2990595
0;MS;Mississippi;2017;2990674
0;MS;Mississippi;2018;2982879
0;MS;Mississippi;2019;2978227
0;MS;Mississippi;2020;2958536
0;MS;Mississippi;2021;2947209
0;MS;Mississippi;2022;2941939
0;MS;Mississippi;2023;2943172
0;MS;Mississippi;2024;2943045
0;MO;Missouri;1990;5128880
0;MO;Missouri;1991;5170800
0;MO;Missouri;1992;5217101
0;MO;Missouri;1993;5271175
0;MO;Missouri;1994;5324497
0;MO;Missouri;1995;5378247
0;MO;Missouri;1996;5431553
0;MO;Missouri;1997;5481193
0;MO;Missouri;1998;5521765
0;MO;Missouri;1999;5561948
0;MO;Missouri;2000;5607285
0;MO;Missouri;2001;5641142
0;MO;Missouri;2002;5674825
0;MO;Missouri;2003;5709403
0;MO;Missouri;2004;5747741
0;MO;Missouri;2005;5790300
0;MO;Missouri;2006;5842704
0;MO;Missouri;2007;5887612
0;MO;Missouri;2008;5923916
0;MO;Missouri;2009;5961088
0;MO;Missouri;2010;5996089
0;MO;Missouri;2011;6011182
0;MO;Missouri;2012;6026027
0;MO;Missouri;2013;6042989
0;MO;Missouri;2014;6059130
0;MO;Missouri;2015;6075411
0;MO;Missouri;2016;6091384
0;MO;Missouri;2017;6111382
0;MO;Missouri;2018;6125986
0;MO;Missouri;2019;6140475
0;MO;Missouri;2020;6154744
0;MO;Missouri;2021;6171374
0;MO;Missouri;2022;6179414
0;MO;Missouri;2023;6208038
0;MO;Missouri;2024;6245466
0;MT;Montana;1990;800204
0;MT;Montana;1991;809680
0;MT;Montana;1992;825770
0;MT;Montana;1993;844761
0;MT;Montana;1994;861306
0;MT;Montana;1995;876553
0;MT;Montana;1996;886254
0;MT;Montana;1997;889865
0;MT;Montana;1998;892431
0;MT;Montana;1999;897508
0;MT;Montana;2000;903773
0;MT;Montana;2001;906961
0;MT;Montana;2002;911667
0;MT;Montana;2003;919630
0;MT;Montana;2004;930009
0;MT;Montana;2005;940102
0;MT;Montana;2006;952692
0;MT;Montana;2007;964706
0;MT;Montana;2008;976415
0;MT;Montana;2009;983982
0;MT;Montana;2010;990730
0;MT;Montana;2011;997518
0;MT;Montana;2012;1004168
0;MT;Montana;2013;1014158
0;MT;Montana;2014;1022657
0;MT;Montana;2015;1031495
0;MT;Montana;2016;1042137
0;MT;Montana;2017;1053862
0;MT;Montana;2018;1061818
0;MT;Montana;2019;1070123
0;MT;Montana;2020;1087230
0;MT;Montana;2021;1106522
0;MT;Montana;2022;1122095
0;MT;Montana;2023;1131302
0;MT;Montana;2024;1137233
0;NE;Nebraska;1990;1581660
0;NE;Nebraska;1991;1595919
0;NE;Nebraska;1992;1611687
0;NE;Nebraska;1993;1625590
0;NE;Nebraska;1994;1639041
0;NE;Nebraska;1995;1656993
0;NE;Nebraska;1996;1673740
0;NE;Nebraska;1997;1686418
0;NE;Nebraska;1998;1695817
0;NE;Nebraska;1999;1704764
0;NE;Nebraska;2000;1713820
0;NE;Nebraska;2001;1719836
0;NE;Nebraska;2002;1728292
0;NE;Nebraska;2003;1738643
0;NE;Nebraska;2004;1749370
0;NE;Nebraska;2005;1761497
0;NE;Nebraska;2006;1772693
0;NE;Nebraska;2007;1783440
0;NE;Nebraska;2008;1796378
0;NE;Nebraska;2009;1812683
0;NE;Nebraska;2010;1829591
0;NE;Nebraska;2011;1840914
0;NE;Nebraska;2012;1853691
0;NE;Nebraska;2013;1865813
0;NE;Nebraska;2014;1879955
0;NE;Nebraska;2015;1892059
0;NE;Nebraska;2016;1906483
0;NE;Nebraska;2017;1916998
0;NE;Nebraska;2018;1925512
0;NE;Nebraska;2019;1932571
0;NE;Nebraska;2020;1963387
0;NE;Nebraska;2021;1964537
0;NE;Nebraska;2022;1972246
0;NE;Nebraska;2023;1987864
0;NE;Nebraska;2024;2005465
0;NV;Nevada;1990;1220695
0;NV;Nevada;1991;1296172
0;NV;Nevada;1992;1351367
0;NV;Nevada;1993;1411215
0;NV;Nevada;1994;1499298
0;NV;Nevada;1995;1581578
0;NV;Nevada;1996;1666320
0;NV;Nevada;1997;1764104
0;NV;Nevada;1998;1853192
0;NV;Nevada;1999;1934718
0;NV;Nevada;2000;2018741
0;NV;Nevada;2001;2098399
0;NV;Nevada;2002;2173791
0;NV;Nevada;2003;2248850
0;NV;Nevada;2004;2346222
0;NV;Nevada;2005;2432143
0;NV;Nevada;2006;2522658
0;NV;Nevada;2007;2601072
0;NV;Nevada;2008;2653630
0;NV;Nevada;2009;2684665
0;NV;Nevada;2010;2702483
0;NV;Nevada;2011;2713114
0;NV;Nevada;2012;2744670
0;NV;Nevada;2013;2776956
0;NV;Nevada;2014;2818935
0;NV;Nevada;2015;2868531
0;NV;Nevada;2016;2919555
0;NV;Nevada;2017;2972097
0;NV;Nevada;2018;3030725
0;NV;Nevada;2019;3090771
0;NV;Nevada;2020;3116967
0;NV;Nevada;2021;3148141
0;NV;Nevada;2022;3176116
0;NV;Nevada;2023;3214363
0;NV;Nevada;2024;3267467
0;NH;New Hampshire;1990;1112384
0;NH;New Hampshire;1991;1109929
0;NH;New Hampshire;1992;1117785
0;NH;New Hampshire;1993;1129458
0;NH;New Hampshire;1994;1142561
0;NH;New Hampshire;1995;1157561
0;NH;New Hampshire;1996;1174719
0;NH;New Hampshire;1997;1189425
0;NH;New Hampshire;1998;1205941
0;NH;New Hampshire;1999;1222015
0;NH;New Hampshire;2000;1239882
0;NH;New Hampshire;2001;1255517
0;NH;New Hampshire;2002;1269089
0;NH;New Hampshire;2003;1279840
0;NH;New Hampshire;2004;1290121
0;NH;New Hampshire;2005;1298492
0;NH;New Hampshire;2006;1308389
0;NH;New Hampshire;2007;1312540
0;NH;New Hampshire;2008;1315906
0;NH;New Hampshire;2009;1316102
0;NH;New Hampshire;2010;1316807
0;NH;New Hampshire;2011;1320444
0;NH;New Hampshire;2012;1324677
0;NH;New Hampshire;2013;1327272
0;NH;New Hampshire;2014;1334257
0;NH;New Hampshire;2015;1337480
0;NH;New Hampshire;2016;1343694
0;NH;New Hampshire;2017;1350395
0;NH;New Hampshire;2018;1355064
0;NH;New Hampshire;2019;1360783
0;NH;New Hampshire;2020;1378756
0;NH;New Hampshire;2021;1387677
0;NH;New Hampshire;2022;1396678
0;NH;New Hampshire;2023;1402199
0;NH;New Hampshire;2024;1409032
0;NJ;New Jersey;1990;7762963
0;NJ;New Jersey;1991;7814676
0;NJ;New Jersey;1992;7880508
0;NJ;New Jersey;1993;7948915
0;NJ;New Jersey;1994;8014306
0;NJ;New Jersey;1995;8083242
0;NJ;New Jersey;1996;8149596
0;NJ;New Jersey;1997;8218808
0;NJ;New Jersey;1998;8287418
0;NJ;New Jersey;1999;8359592
0;NJ;New Jersey;2000;8430621
0;NJ;New Jersey;2001;8492671
0;NJ;New Jersey;2002;8552643
0;NJ;New Jersey;2003;8601402
0;NJ;New Jersey;2004;8634561
0;NJ;New Jersey;2005;8651974
0;NJ;New Jersey;2006;8661679
0;NJ;New Jersey;2007;8677885
0;NJ;New Jersey;2008;8711090
0;NJ;New Jersey;2009;8755602
0;NJ;New Jersey;2010;8799451
0;NJ;New Jersey;2011;8828552
0;NJ;New Jersey;2012;8845671
0;NJ;New Jersey;2013;8857821
0;NJ;New Jersey;2014;8867277
0;NJ;New Jersey;2015;8870312
0;NJ;New Jersey;2016;8873584
0;NJ;New Jersey;2017;8888147
0;NJ;New Jersey;2018;8891730
0;NJ;New Jersey;2019;8891258
0;NJ;New Jersey;2020;9272794
0;NJ;New Jersey;2021;9270541
0;NJ;New Jersey;2022;9295227
0;NJ;New Jersey;2023;9379642
0;NJ;New Jersey;2024;9500851
0;NM;New Mexico;1990;1521574
0;NM;New Mexico;1991;1555305
0;NM;New Mexico;1992;1595442
0;NM;New Mexico;1993;1636453
0;NM;New Mexico;1994;1682398
0;NM;New Mexico;1995;1720394
0;NM;New Mexico;1996;1752326
0;NM;New Mexico;1997;1774839
0;NM;New Mexico;1998;1793484
0;NM;New Mexico;1999;1808082
0;NM;New Mexico;2000;1821204
0;NM;New Mexico;2001;1831690
0;NM;New Mexico;2002;1855309
0;NM;New Mexico;2003;1877574
0;NM;New Mexico;2004;1903808
0;NM;New Mexico;2005;1932274
0;NM;New Mexico;2006;1962137
0;NM;New Mexico;2007;1990070
0;NM;New Mexico;2008;2010662
0;NM;New Mexico;2009;2036802
0;NM;New Mexico;2010;2064614
0;NM;New Mexico;2011;2080707
0;NM;New Mexico;2012;2087715
0;NM;New Mexico;2013;2092833
0;NM;New Mexico;2014;2090236
0;NM;New Mexico;2015;2090071
0;NM;New Mexico;2016;2092555
0;NM;New Mexico;2017;2092844
0;NM;New Mexico;2018;2093754
0;NM;New Mexico;2019;2099634
0;NM;New Mexico;2020;2118606
0;NM;New Mexico;2021;2117333
0;NM;New Mexico;2022;2113868
0;NM;New Mexico;2023;2121164
0;NM;New Mexico;2024;2130256
0;NY;New York;1990;18020784
0;NY;New York;1991;18122510
0;NY;New York;1992;18246653
0;NY;New York;1993;18374954
0;NY;New York;1994;18459470
0;NY;New York;1995;18524104
0;NY;New York;1996;18588460
0;NY;New York;1997;18656546
0;NY;New York;1998;18755906
0;NY;New York;1999;18882725
0;NY;New York;2000;19001780
0;NY;New York;2001;19082838
0;NY;New York;2002;19137800
0;NY;New York;2003;19175939
0;NY;New York;2004;19171567
0;NY;New York;2005;19132610
0;NY;New York;2006;19104631
0;NY;New York;2007;19132335
0;NY;New York;2008;19212436
0;NY;New York;2009;19307066
0;NY;New York;2010;19399956
0;NY;New York;2011;19499921
0;NY;New York;2012;19574362
0;NY;New York;2013;19626488
0;NY;New York;2014;19653431
0;NY;New York;2015;19657321
0;NY;New York;2016;19636391
0;NY;New York;2017;19593849
0;NY;New York;2018;19544098
0;NY;New York;2019;19463131
0;NY;New York;2020;20105171
0;NY;New York;2021;19848276
0;NY;New York;2022;19703747
0;NY;New York;2023;19737367
0;NY;New York;2024;19867248
0;NC;North Carolina;1990;6664016
0;NC;North Carolina;1991;6784280
0;NC;North Carolina;1992;6897214
0;NC;North Carolina;1993;7042818
0;NC;North Carolina;1994;7187398
0;NC;North Carolina;1995;7344674
0;NC;North Carolina;1996;7500670
0;NC;North Carolina;1997;7656825
0;NC;North Carolina;1998;7809122
0;NC;North Carolina;1999;7949362
0;NC;North Carolina;2000;8081614
0;NC;North Carolina;2001;8210122
0;NC;North Carolina;2002;8326201
0;NC;North Carolina;2003;8422501
0;NC;North Carolina;2004;8553152
0;NC;North Carolina;2005;8705407
0;NC;North Carolina;2006;8917270
0;NC;North Carolina;2007;9118037
0;NC;North Carolina;2008;9309449
0;NC;North Carolina;2009;9449566
0;NC;North Carolina;2010;9574586
0;NC;North Carolina;2011;9658913
0;NC;North Carolina;2012;9751810
0;NC;North Carolina;2013;9846717
0;NC;North Carolina;2014;9937295
0;NC;North Carolina;2015;10037218
0;NC;North Carolina;2016;10161802
0;NC;North Carolina;2017;10275758
0;NC;North Carolina;2018;10391358
0;NC;North Carolina;2019;10501384
0;NC;North Carolina;2020;10449652
0;NC;North Carolina;2021;10564320
0;NC;North Carolina;2022;10710793
0;NC;North Carolina;2023;10881189
0;NC;North Carolina;2024;11046024
0;ND;North Dakota;1990;637685
0;ND;North Dakota;1991;635753
0;ND;North Dakota;1992;638223
0;ND;North Dakota;1993;641216
0;ND;North Dakota;1994;644806
0;ND;North Dakota;1995;647832
0;ND;North Dakota;1996;650382
0;ND;North Dakota;1997;649716
0;ND;North Dakota;1998;647532
0;ND;North Dakota;1999;644259
0;ND;North Dakota;2000;642023
0;ND;North Dakota;2001;639062
0;ND;North Dakota;2002;638168
0;ND;North Dakota;2003;638817
0;ND;North Dakota;2004;644705
0;ND;North Dakota;2005;646089
0;ND;North Dakota;2006;649422
0;ND;North Dakota;2007;652822
0;ND;North Dakota;2008;657569
0;ND;North Dakota;2009;664968
0;ND;North Dakota;2010;674752
0;ND;North Dakota;2011;685526
0;ND;North Dakota;2012;702227
0;ND;North Dakota;2013;723149
0;ND;North Dakota;2014;738736
0;ND;North Dakota;2015;755537
0;ND;North Dakota;2016;756114
0;ND;North Dakota;2017;756755
0;ND;North Dakota;2018;760062
0;ND;North Dakota;2019;763724
0;ND;North Dakota;2020;779563
0;ND;North Dakota;2021;777966
0;ND;North Dakota;2022;781057
0;ND;North Dakota;2023;789047
0;ND;North Dakota;2024;796568
0;OH;Ohio;1990;10864162
0;OH;Ohio;1991;10945762
0;OH;Ohio;1992;11029431
0;OH;Ohio;1993;11101140
0;OH;Ohio;1994;11152455
0;OH;Ohio;1995;11202751
0;OH;Ohio;1996;11242827
0;OH;Ohio;1997;11277357
0;OH;Ohio;1998;11311536
0;OH;Ohio;1999;11335454
0;OH;Ohio;2000;11363543
0;OH;Ohio;2001;11387404
0;OH;Ohio;2002;11407889
0;OH;Ohio;2003;11434788
0;OH;Ohio;2004;11452251
0;OH;Ohio;2005;11463320
0;OH;Ohio;2006;11481213
0;OH;Ohio;2007;11500468
0;OH;Ohio;2008;11515391
0;OH;Ohio;2009;11528896
0;OH;Ohio;2010;11539449
0;OH;Ohio;2011;11545735
0;OH;Ohio;2012;11550971
0;OH;Ohio;2013;11579692
0;OH;Ohio;2014;11606573
0;OH;Ohio;2015;11622315
0;OH;Ohio;2016;11640060
0;OH;Ohio;2017;11665706
0;OH;Ohio;2018;11680892
0;OH;Ohio;2019;11696507
0;OH;Ohio;2020;11798905
0;OH;Ohio;2021;11767344
0;OH;Ohio;2022;11777874
0;OH;Ohio;2023;11824034
0;OH;Ohio;2024;11883304
0;OK;Oklahoma;1990;3148825
0;OK;Oklahoma;1991;3175440
0;OK;Oklahoma;1992;3220517
0;OK;Oklahoma;1993;3252285
0;OK;Oklahoma;1994;3280940
0;OK;Oklahoma;1995;3308208
0;OK;Oklahoma;1996;3340129
0;OK;Oklahoma;1997;3372918
0;OK;Oklahoma;1998;3405194
0;OK;Oklahoma;1999;3437148
0;OK;Oklahoma;2000;3454365
0;OK;Oklahoma;2001;3467100
0;OK;Oklahoma;2002;3489080
0;OK;Oklahoma;2003;3504892
0;OK;Oklahoma;2004;3525233
0;OK;Oklahoma;2005;3548597
0;OK;Oklahoma;2006;3594090
0;OK;Oklahoma;2007;3634349
0;OK;Oklahoma;2008;3668976
0;OK;Oklahoma;2009;3717572
0;OK;Oklahoma;2010;3760014
0;OK;Oklahoma;2011;3788824
0;OK;Oklahoma;2012;3819320
0;OK;Oklahoma;2013;3853891
0;OK;Oklahoma;2014;3879187
0;OK;Oklahoma;2015;3910518
0;OK;Oklahoma;2016;3928143
0;OK;Oklahoma;2017;3933602
0;OK;Oklahoma;2018;3943488
0;OK;Oklahoma;2019;3960676
0;OK;Oklahoma;2020;3965415
0;OK;Oklahoma;2021;3992238
0;OK;Oklahoma;2022;4026229
0;OK;Oklahoma;2023;4063882
0;OK;Oklahoma;2024;4095393
0;OR;Oregon;1990;2860375
0;OR;Oregon;1991;2928507
0;OR;Oregon;1992;2991755
0;OR;Oregon;1993;3060367
0;OR;Oregon;1994;3121264
0;OR;Oregon;1995;3184369
0;OR;Oregon;1996;3247111
0;OR;Oregon;1997;3304310
0;OR;Oregon;1998;3352449
0;OR;Oregon;1999;3393941
0;OR;Oregon;2000;3429708
0;OR;Oregon;2001;3467937
0;OR;Oregon;2002;3513424
0;OR;Oregon;2003;3547376
0;OR;Oregon;2004;3569463
0;OR;Oregon;2005;3613202
0;OR;Oregon;2006;3670883
0;OR;Oregon;2007;3722417
0;OR;Oregon;2008;3768748
0;OR;Oregon;2009;3808600
0;OR;Oregon;2010;3837614
0;OR;Oregon;2011;3872672
0;OR;Oregon;2012;3900102
0;OR;Oregon;2013;3924110
0;OR;Oregon;2014;3965447
0;OR;Oregon;2015;4018542
0;OR;Oregon;2016;4093271
0;OR;Oregon;2017;4147294
0;OR;Oregon;2018;4183538
0;OR;Oregon;2019;4216116
0;OR;Oregon;2020;4243779
0;OR;Oregon;2021;4254280
0;OR;Oregon;2022;4247372
0;OR;Oregon;2023;4253653
0;OR;Oregon;2024;4272371
0;PA;Pennsylvania;1990;11903299
0;PA;Pennsylvania;1991;11982164
0;PA;Pennsylvania;1992;12049450
0;PA;Pennsylvania;1993;12119724
0;PA;Pennsylvania;1994;12166050
0;PA;Pennsylvania;1995;12198403
0;PA;Pennsylvania;1996;12220464
0;PA;Pennsylvania;1997;12227814
0;PA;Pennsylvania;1998;12245672
0;PA;Pennsylvania;1999;12263805
0;PA;Pennsylvania;2000;12284173
0;PA;Pennsylvania;2001;12298970
0;PA;Pennsylvania;2002;12331031
0;PA;Pennsylvania;2003;12374658
0;PA;Pennsylvania;2004;12410722
0;PA;Pennsylvania;2005;12449990
0;PA;Pennsylvania;2006;12510809
0;PA;Pennsylvania;2007;12563937
0;PA;Pennsylvania;2008;12612285
0;PA;Pennsylvania;2009;12666858
0;PA;Pennsylvania;2010;12711406
0;PA;Pennsylvania;2011;12747052
0;PA;Pennsylvania;2012;12769123
0;PA;Pennsylvania;2013;12779538
0;PA;Pennsylvania;2014;12792392
0;PA;Pennsylvania;2015;12789838
0;PA;Pennsylvania;2016;12788468
0;PA;Pennsylvania;2017;12794679
0;PA;Pennsylvania;2018;12809107
0;PA;Pennsylvania;2019;12798883
0;PA;Pennsylvania;2020;12996143
0;PA;Pennsylvania;2021;13015571
0;PA;Pennsylvania;2022;12984990
0;PA;Pennsylvania;2023;13017721
0;PA;Pennsylvania;2024;13078751
0;RI;Rhode Island;1990;1005995
0;RI;Rhode Island;1991;1010649
0;RI;Rhode Island;1992;1012581
0;RI;Rhode Island;1993;1015113
0;RI;Rhode Island;1994;1015960
0;RI;Rhode Island;1995;1017002
0;RI;Rhode Island;1996;1020893
0;RI;Rhode Island;1997;1025353
0;RI;Rhode Island;1998;1031155
0;RI;Rhode Island;1999;1040402
0;RI;Rhode Island;2000;1050268
0;RI;Rhode Island;2001;1057142
0;RI;Rhode Island;2002;1065995
0;RI;Rhode Island;2003;1071342
0;RI;Rhode Island;2004;1074579
0;RI;Rhode Island;2005;1067916
0;RI;Rhode Island;2006;1063096
0;RI;Rhode Island;2007;1057315
0;RI;Rhode Island;2008;1055003
0;RI;Rhode Island;2009;1053646
0;RI;Rhode Island;2010;1053994
0;RI;Rhode Island;2011;1053829
0;RI;Rhode Island;2012;1054893
0;RI;Rhode Island;2013;1055560
0;RI;Rhode Island;2014;1056511
0;RI;Rhode Island;2015;1056886
0;RI;Rhode Island;2016;1057816
0;RI;Rhode Island;2017;1056554
0;RI;Rhode Island;2018;1059338
0;RI;Rhode Island;2019;1058158
0;RI;Rhode Island;2020;1096530
0;RI;Rhode Island;2021;1097246
0;RI;Rhode Island;2022;1099498
0;RI;Rhode Island;2023;1103429
0;RI;Rhode Island;2024;1112308
0;SC;South Carolina;1990;3501155
0;SC;South Carolina;1991;3570404
0;SC;South Carolina;1992;3620464
0;SC;South Carolina;1993;3663314
0;SC;South Carolina;1994;3705397
0;SC;South Carolina;1995;3748582
0;SC;South Carolina;1996;3796200
0;SC;South Carolina;1997;3859696
0;SC;South Carolina;1998;3919235
0;SC;South Carolina;1999;3974682
0;SC;South Carolina;2000;4024223
0;SC;South Carolina;2001;4064995
0;SC;South Carolina;2002;4107795
0;SC;South Carolina;2003;4150297
0;SC;South Carolina;2004;4210921
0;SC;South Carolina;2005;4270150
0;SC;South Carolina;2006;4357847
0;SC;South Carolina;2007;4444110
0;SC;South Carolina;2008;4528996
0;SC;South Carolina;2009;4589872
0;SC;South Carolina;2010;4635846
0;SC;South Carolina;2011;4672655
0;SC;South Carolina;2012;4719027
0;SC;South Carolina;2013;4766469
0;SC;South Carolina;2014;4826858
0;SC;South Carolina;2015;4896006
0;SC;South Carolina;2016;4963031
0;SC;South Carolina;2017;5027102
0;SC;South Carolina;2018;5091702
0;SC;South Carolina;2019;5157702
0;SC;South Carolina;2020;5132249
0;SC;South Carolina;2021;5194274
0;SC;South Carolina;2022;5287935
0;SC;South Carolina;2023;5387830
0;SC;South Carolina;2024;5478831
0;SD;South Dakota;1990;697101
0;SD;South Dakota;1991;703669
0;SD;South Dakota;1992;712801
0;SD;South Dakota;1993;722160
0;SD;South Dakota;1994;730790
0;SD;South Dakota;1995;737926
0;SD;South Dakota;1996;742214
0;SD;South Dakota;1997;744223
0;SD;South Dakota;1998;746059
0;SD;South Dakota;1999;750413
0;SD;South Dakota;2000;755844
0;SD;South Dakota;2001;757972
0;SD;South Dakota;2002;760020
0;SD;South Dakota;2003;763729
0;SD;South Dakota;2004;770396
0;SD;South Dakota;2005;775493
0;SD;South Dakota;2006;783033
0;SD;South Dakota;2007;791623
0;SD;South Dakota;2008;799124
0;SD;South Dakota;2009;807067
0;SD;South Dakota;2010;816193
0;SD;South Dakota;2011;823740
0;SD;South Dakota;2012;833859
0;SD;South Dakota;2013;842751
0;SD;South Dakota;2014;849670
0;SD;South Dakota;2015;854663
0;SD;South Dakota;2016;863693
0;SD;South Dakota;2017;873732
0;SD;South Dakota;2018;879386
0;SD;South Dakota;2019;887127
0;SD;South Dakota;2020;887948
0;SD;South Dakota;2021;896492
0;SD;South Dakota;2022;909723
0;SD;South Dakota;2023;918305
0;SD;South Dakota;2024;924669
0;TN;Tennessee;1990;4894492
0;TN;Tennessee;1991;4966587
0;TN;Tennessee;1992;5049742
0;TN;Tennessee;1993;5137584
0;TN;Tennessee;1994;5231438
0;TN;Tennessee;1995;5326936
0;TN;Tennessee;1996;5416643
0;TN;Tennessee;1997;5499233
0;TN;Tennessee;1998;5570045
0;TN;Tennessee;1999;5638706
0;TN;Tennessee;2000;5703719
0;TN;Tennessee;2001;5750789
0;TN;Tennessee;2002;5795918
0;TN;Tennessee;2003;5847812
0;TN;Tennessee;2004;5910809
0;TN;Tennessee;2005;5991057
0;TN;Tennessee;2006;6088766
0;TN;Tennessee;2007;6175727
0;TN;Tennessee;2008;6247411
0;TN;Tennessee;2009;6306019
0;TN;Tennessee;2010;6355518
0;TN;Tennessee;2011;6400298
0;TN;Tennessee;2012;6455752
0;TN;Tennessee;2013;6496943
0;TN;Tennessee;2014;6544617
0;TN;Tennessee;2015;6595354
0;TN;Tennessee;2016;6651277
0;TN;Tennessee;2017;6714748
0;TN;Tennessee;2018;6778180
0;TN;Tennessee;2019;6830325
0;TN;Tennessee;2020;6927904
0;TN;Tennessee;2021;6965740
0;TN;Tennessee;2022;7062217
0;TN;Tennessee;2023;7148304
0;TN;Tennessee;2024;7227750
0;TX;Texas;1990;17056755
0;TX;Texas;1991;17398005
0;TX;Texas;1992;17759738
0;TX;Texas;1993;18161612
0;TX;Texas;1994;18564062
0;TX;Texas;1995;18958751
0;TX;Texas;1996;19340342
0;TX;Texas;1997;19740317
0;TX;Texas;1998;20157531
0;TX;Texas;1999;20558220
0;TX;Texas;2000;20944499
0;TX;Texas;2001;21319622
0;TX;Texas;2002;21690325
0;TX;Texas;2003;22030931
0;TX;Texas;2004;22394023
0;TX;Texas;2005;22778123
0;TX;Texas;2006;23359580
0;TX;Texas;2007;23831983
0;TX;Texas;2008;24309039
0;TX;Texas;2009;24801761
0;TX;Texas;2010;25241897
0;TX;Texas;2011;25645504
0;TX;Texas;2012;26084120
0;TX;Texas;2013;26479646
0;TX;Texas;2014;26963092
0;TX;Texas;2015;27468531
0;TX;Texas;2016;27914064
0;TX;Texas;2017;28291024
0;TX;Texas;2018;28624564
0;TX;Texas;2019;28986794
0;TX;Texas;2020;29239570
0;TX;Texas;2021;29570351
0;TX;Texas;2022;30113488
0;TX;Texas;2023;30727890
0;TX;Texas;2024;31290831
0;UT;Utah;1990;1731223
0;UT;Utah;1991;1779780
0;UT;Utah;1992;1836799
0;UT;Utah;1993;1898404
0;UT;Utah;1994;1960446
0;UT;Utah;1995;2014179
0;UT;Utah;1996;2067976
0;UT;Utah;1997;2119784
0;UT;Utah;1998;2165961
0;UT;Utah;1999;2203482
0;UT;Utah;2000;2244502
0;UT;Utah;2001;2283715
0;UT;Utah;2002;2324815
0;UT;Utah;2003;2360137
0;UT;Utah;2004;2401580
0;UT;Utah;2005;2457719
0;UT;Utah;2006;2525507
0;UT;Utah;2007;2597746
0;UT;Utah;2008;2663029
0;UT;Utah;2009;2723421
0;UT;Utah;2010;2775413
0;UT;Utah;2011;2814797
0;UT;Utah;2012;2854146
0;UT;Utah;2013;2898773
0;UT;Utah;2014;2938327
0;UT;Utah;2015;2983626
0;UT;Utah;2016;3044241
0;UT;Utah;2017;3103540
0;UT;Utah;2018;3155153
0;UT;Utah;2019;3203383
0;UT;Utah;2020;3284077
0;UT;Utah;2021;3339738
0;UT;Utah;2022;3391011
0;UT;Utah;2023;3443222
0;UT;Utah;2024;3503613
0;VT;Vermont;1990;564798
0;VT;Vermont;1991;568606
0;VT;Vermont;1992;572751
0;VT;Vermont;1993;577748
0;VT;Vermont;1994;583836
0;VT;Vermont;1995;589003
0;VT;Vermont;1996;593701
