Countyfips;State;Year;Total Population;StateCode
0;Michigan;2005;10051137;MI
0;Michigan;2006;10036081;MI
0;Michigan;2007;10001284;MI
0;Michigan;2008;9946889;MI
0;Michigan;2009;9901591;MI
0;Michigan;2010;9877597;MI
0;Michigan;2011;9883053;MI
0;Michigan;2012;9898289;MI
0;Michigan;2013;9914802;MI
0;Michigan;2014;9932033;MI
0;Michigan;2015;9934483;MI
0;Michigan;2016;9954117;MI
0;Michigan;2017;9976752;MI
0;Michigan;2018;9987286;MI
0;Michigan;2019;9984795;MI
0;Michigan;2020;10072703;MI
0;Michigan;2021;10041351;MI
0;Michigan;2022;10050877;MI
0;Michigan;2023;10083356;MI
0;Michigan;2024;10140459;MI
0;Minnesota;1990;4389857;MN
0;Minnesota;1991;4440859;MN
0;Minnesota;1992;4495572;MN
0;Minnesota;1993;4555956;MN
0;Minnesota;1994;4610355;MN
0;Minnesota;1995;4660180;MN
0;Minnesota;1996;4712827;MN
0;Minnesota;1997;4763390;MN
0;Minnesota;1998;4813412;MN
0;Minnesota;1999;4873481;MN
0;Minnesota;2000;4933692;MN
0;Minnesota;2001;4982796;MN
0;Minnesota;2002;5018935;MN
0;Minnesota;2003;5053572;MN
0;Minnesota;2004;5087713;MN
0;Minnesota;2005;5119598;MN
0;Minnesota;2006;5163555;MN
0;Minnesota;2007;5207203;MN
0;Minnesota;2008;5247018;MN
0;Minnesota;2009;5281203;MN
0;Minnesota;2010;5310934;MN
0;Minnesota;2011;5346620;MN
0;Minnesota;2012;5377500;MN
0;Minnesota;2013;5414722;MN
0;Minnesota;2014;5452665;MN
0;Minnesota;2015;5484002;MN
0;Minnesota;2016;5525360;MN
0;Minnesota;2017;5569283;MN
0;Minnesota;2018;5608762;MN
0;Minnesota;2019;5640053;MN
0;Minnesota;2020;5710735;MN
0;Minnesota;2021;5718660;MN
0;Minnesota;2022;5721621;MN
0;Minnesota;2023;5753048;MN
0;Minnesota;2024;5793151;MN
0;Mississippi;1990;2578897;MS
0;Mississippi;1991;2598733;MS
0;Mississippi;1992;2623734;MS
0;Mississippi;1993;2655100;MS
0;Mississippi;1994;2688992;MS
0;Mississippi;1995;2722659;MS
0;Mississippi;1996;2748085;MS
0;Mississippi;1997;2777004;MS
0;Mississippi;1998;2804834;MS
0;Mississippi;1999;2828408;MS
0;Mississippi;2000;2848353;MS
0;Mississippi;2001;2852994;MS
0;Mississippi;2002;2858681;MS
0;Mississippi;2003;2868312;MS
0;Mississippi;2004;2889010;MS
0;Mississippi;2005;2905943;MS
0;Mississippi;2006;2904978;MS
0;Mississippi;2007;2928350;MS
0;Mississippi;2008;2947806;MS
0;Mississippi;2009;2958774;MS
0;Mississippi;2010;2970615;MS
0;Mississippi;2011;2979147;MS
0;Mississippi;2012;2984599;MS
0;Mississippi;2013;2989839;MS
0;Mississippi;2014;2991892;MS
0;Mississippi;2015;2990231;MS
0;Mississippi;2016;2990595;MS
0;Mississippi;2017;2990674;MS
0;Mississippi;2018;2982879;MS
0;Mississippi;2019;2978227;MS
0;Mississippi;2020;2958536;MS
0;Mississippi;2021;2947209;MS
0;Mississippi;2022;2941939;MS
0;Mississippi;2023;2943172;MS
0;Mississippi;2024;2943045;MS
0;Missouri;1990;5128880;MO
0;Missouri;1991;5170800;MO
0;Missouri;1992;5217101;MO
0;Missouri;1993;5271175;MO
0;Missouri;1994;5324497;MO
0;Missouri;1995;5378247;MO
0;Missouri;1996;5431553;MO
0;Missouri;1997;5481193;MO
0;Missouri;1998;5521765;MO
0;Missouri;1999;5561948;MO
0;Missouri;2000;5607285;MO
0;Missouri;2001;5641142;MO
0;Missouri;2002;5674825;MO
0;Missouri;2003;5709403;MO
0;Missouri;2004;5747741;MO
0;Missouri;2005;5790300;MO
0;Missouri;2006;5842704;MO
0;Missouri;2007;5887612;MO
0;Missouri;2008;5923916;MO
0;Missouri;2009;5961088;MO
0;Missouri;2010;5996089;MO
0;Missouri;2011;6011182;MO
0;Missouri;2012;6026027;MO
0;Missouri;2013;6042989;MO
0;Missouri;2014;6059130;MO
0;Missouri;2015;6075411;MO
0;Missouri;2016;6091384;MO
0;Missouri;2017;6111382;MO
0;Missouri;2018;6125986;MO
0;Missouri;2019;6140475;MO
0;Missouri;2020;6154744;MO
0;Missouri;2021;6171374;MO
0;Missouri;2022;6179414;MO
0;Missouri;2023;6208038;MO
0;Missouri;2024;6245466;MO
0;Montana;1990;800204;MT
0;Montana;1991;809680;MT
0;Montana;1992;825770;MT
0;Montana;1993;844761;MT
0;Montana;1994;861306;MT
0;Montana;1995;876553;MT
0;Montana;1996;886254;MT
0;Montana;1997;889865;MT
0;Montana;1998;892431;MT
0;Montana;1999;897508;MT
0;Montana;2000;903773;MT
0;Montana;2001;906961;MT
0;Montana;2002;911667;MT
0;Montana;2003;919630;MT
0;Montana;2004;930009;MT
0;Montana;2005;940102;MT
0;Montana;2006;952692;MT
0;Montana;2007;964706;MT
0;Montana;2008;976415;MT
0;Montana;2009;983982;MT
0;Montana;2010;990730;MT
0;Montana;2011;997518;MT
0;Montana;2012;1004168;MT
0;Montana;2013;1014158;MT
0;Montana;2014;1022657;MT
0;Montana;2015;1031495;MT
0;Montana;2016;1042137;MT
0;Montana;2017;1053862;MT
0;Montana;2018;1061818;MT
0;Montana;2019;1070123;MT
0;Montana;2020;1087230;MT
0;Montana;2021;1106522;MT
0;Montana;2022;1122095;MT
0;Montana;2023;1131302;MT
0;Montana;2024;1137233;MT
0;Nebraska;1990;1581660;NE
0;Nebraska;1991;1595919;NE
0;Nebraska;1992;1611687;NE
0;Nebraska;1993;1625590;NE
0;Nebraska;1994;1639041;NE
0;Nebraska;1995;1656993;NE
0;Nebraska;1996;1673740;NE
0;Nebraska;1997;1686418;NE
0;Nebraska;1998;1695817;NE
0;Nebraska;1999;1704764;NE
0;Nebraska;2000;1713820;NE
0;Nebraska;2001;1719836;NE
0;Nebraska;2002;1728292;NE
0;Nebraska;2003;1738643;NE
0;Nebraska;2004;1749370;NE
0;Nebraska;2005;1761497;NE
0;Nebraska;2006;1772693;NE
0;Nebraska;2007;1783440;NE
0;Nebraska;2008;1796378;NE
0;Nebraska;2009;1812683;NE
0;Nebraska;2010;1829591;NE
0;Nebraska;2011;1840914;NE
0;Nebraska;2012;1853691;NE
0;Nebraska;2013;1865813;NE
0;Nebraska;2014;1879955;NE
0;Nebraska;2015;1892059;NE
0;Nebraska;2016;1906483;NE
0;Nebraska;2017;1916998;NE
0;Nebraska;2018;1925512;NE
0;Nebraska;2019;1932571;NE
0;Nebraska;2020;1963387;NE
0;Nebraska;2021;1964537;NE
0;Nebraska;2022;1972246;NE
0;Nebraska;2023;1987864;NE
0;Nebraska;2024;2005465;NE
0;Nevada;1990;1220695;NV
0;Nevada;1991;1296172;NV
0;Nevada;1992;1351367;NV
0;Nevada;1993;1411215;NV
0;Nevada;1994;1499298;NV
0;Nevada;1995;1581578;NV
0;Nevada;1996;1666320;NV
0;Nevada;1997;1764104;NV
0;Nevada;1998;1853192;NV
0;Nevada;1999;1934718;NV
0;Nevada;2000;2018741;NV
0;Nevada;2001;2098399;NV
0;Nevada;2002;2173791;NV
0;Nevada;2003;2248850;NV
0;Nevada;2004;2346222;NV
0;Nevada;2005;2432143;NV
0;Nevada;2006;2522658;NV
0;Nevada;2007;2601072;NV
0;Nevada;2008;2653630;NV
0;Nevada;2009;2684665;NV
0;Nevada;2010;2702483;NV
0;Nevada;2011;2713114;NV
0;Nevada;2012;2744670;NV
0;Nevada;2013;2776956;NV
0;Nevada;2014;2818935;NV
0;Nevada;2015;2868531;NV
0;Nevada;2016;2919555;NV
0;Nevada;2017;2972097;NV
0;Nevada;2018;3030725;NV
0;Nevada;2019;3090771;NV
0;Nevada;2020;3116967;NV
0;Nevada;2021;3148141;NV
0;Nevada;2022;3176116;NV
0;Nevada;2023;3214363;NV
0;Nevada;2024;3267467;NV
0;New Hampshire;1990;1112384;NH
0;New Hampshire;1991;1109929;NH
0;New Hampshire;1992;1117785;NH
0;New Hampshire;1993;1129458;NH
0;New Hampshire;1994;1142561;NH
0;New Hampshire;1995;1157561;NH
0;New Hampshire;1996;1174719;NH
0;New Hampshire;1997;1189425;NH
0;New Hampshire;1998;1205941;NH
0;New Hampshire;1999;1222015;NH
0;New Hampshire;2000;1239882;NH
0;New Hampshire;2001;1255517;NH
0;New Hampshire;2002;1269089;NH
0;New Hampshire;2003;1279840;NH
0;New Hampshire;2004;1290121;NH
0;New Hampshire;2005;1298492;NH
0;New Hampshire;2006;1308389;NH
0;New Hampshire;2007;1312540;NH
0;New Hampshire;2008;1315906;NH
0;New Hampshire;2009;1316102;NH
0;New Hampshire;2010;1316807;NH
0;New Hampshire;2011;1320444;NH
0;New Hampshire;2012;1324677;NH
0;New Hampshire;2013;1327272;NH
0;New Hampshire;2014;1334257;NH
0;New Hampshire;2015;1337480;NH
0;New Hampshire;2016;1343694;NH
0;New Hampshire;2017;1350395;NH
0;New Hampshire;2018;1355064;NH
0;New Hampshire;2019;1360783;NH
0;New Hampshire;2020;1378756;NH
0;New Hampshire;2021;1387677;NH
0;New Hampshire;2022;1396678;NH
0;New Hampshire;2023;1402199;NH
0;New Hampshire;2024;1409032;NH
0;New Jersey;1990;7762963;NJ
0;New Jersey;1991;7814676;NJ
0;New Jersey;1992;7880508;NJ
0;New Jersey;1993;7948915;NJ
0;New Jersey;1994;8014306;NJ
0;New Jersey;1995;8083242;NJ
0;New Jersey;1996;8149596;NJ
0;New Jersey;1997;8218808;NJ
0;New Jersey;1998;8287418;NJ
0;New Jersey;1999;8359592;NJ
0;New Jersey;2000;8430621;NJ
0;New Jersey;2001;8492671;NJ
0;New Jersey;2002;8552643;NJ
0;New Jersey;2003;8601402;NJ
0;New Jersey;2004;8634561;NJ
0;New Jersey;2005;8651974;NJ
0;New Jersey;2006;8661679;NJ
0;New Jersey;2007;8677885;NJ
0;New Jersey;2008;8711090;NJ
0;New Jersey;2009;8755602;NJ
0;New Jersey;2010;8799451;NJ
0;New Jersey;2011;8828552;NJ
0;New Jersey;2012;8845671;NJ
0;New Jersey;2013;8857821;NJ
0;New Jersey;2014;8867277;NJ
0;New Jersey;2015;8870312;NJ
0;New Jersey;2016;8873584;NJ
0;New Jersey;2017;8888147;NJ
0;New Jersey;2018;8891730;NJ
0;New Jersey;2019;8891258;NJ
0;New Jersey;2020;9272794;NJ
0;New Jersey;2021;9270541;NJ
0;New Jersey;2022;9295227;NJ
0;New Jersey;2023;9379642;NJ
0;New Jersey;2024;9500851;NJ
0;New Mexico;1990;1521574;NM
0;New Mexico;1991;1555305;NM
0;New Mexico;1992;1595442;NM
0;New Mexico;1993;1636453;NM
0;New Mexico;1994;1682398;NM
0;New Mexico;1995;1720394;NM
0;New Mexico;1996;1752326;NM
0;New Mexico;1997;1774839;NM
0;New Mexico;1998;1793484;NM
0;New Mexico;1999;1808082;NM
0;New Mexico;2000;1821204;NM
0;New Mexico;2001;1831690;NM
0;New Mexico;2002;1855309;NM
0;New Mexico;2003;1877574;NM
0;New Mexico;2004;1903808;NM
0;New Mexico;2005;1932274;NM
0;New Mexico;2006;1962137;NM
0;New Mexico;2007;1990070;NM
0;New Mexico;2008;2010662;NM
0;New Mexico;2009;2036802;NM
0;New Mexico;2010;2064614;NM
0;New Mexico;2011;2080707;NM
0;New Mexico;2012;2087715;NM
0;New Mexico;2013;2092833;NM
0;New Mexico;2014;2090236;NM
0;New Mexico;2015;2090071;NM
0;New Mexico;2016;2092555;NM
0;New Mexico;2017;2092844;NM
0;New Mexico;2018;2093754;NM
0;New Mexico;2019;2099634;NM
0;New Mexico;2020;2118606;NM
0;New Mexico;2021;2117333;NM
0;New Mexico;2022;2113868;NM
0;New Mexico;2023;2121164;NM
0;New Mexico;2024;2130256;NM
0;New York;1990;18020784;NY
0;New York;1991;18122510;NY
0;New York;1992;18246653;NY
0;New York;1993;18374954;NY
0;New York;1994;18459470;NY
0;New York;1995;18524104;NY
0;New York;1996;18588460;NY
0;New York;1997;18656546;NY
0;New York;1998;18755906;NY
0;New York;1999;18882725;NY
0;New York;2000;19001780;NY
0;New York;2001;19082838;NY
0;New York;2002;19137800;NY
0;New York;2003;19175939;NY
0;New York;2004;19171567;NY
0;New York;2005;19132610;NY
0;New York;2006;19104631;NY
0;New York;2007;19132335;NY
0;New York;2008;19212436;NY
0;New York;2009;19307066;NY
0;New York;2010;19399956;NY
0;New York;2011;19499921;NY
0;New York;2012;19574362;NY
0;New York;2013;19626488;NY
0;New York;2014;19653431;NY
0;New York;2015;19657321;NY
0;New York;2016;19636391;NY
0;New York;2017;19593849;NY
0;New York;2018;19544098;NY
0;New York;2019;19463131;NY
0;New York;2020;20105171;NY
0;New York;2021;19848276;NY
0;New York;2022;19703747;NY
0;New York;2023;19737367;NY
0;New York;2024;19867248;NY
0;North Carolina;1990;6664016;NC
0;North Carolina;1991;6784280;NC
0;North Carolina;1992;6897214;NC
0;North Carolina;1993;7042818;NC
0;North Carolina;1994;7187398;NC
0;North Carolina;1995;7344674;NC
0;North Carolina;1996;7500670;NC
0;North Carolina;1997;7656825;NC
0;North Carolina;1998;7809122;NC
0;North Carolina;1999;7949362;NC
0;North Carolina;2000;8081614;NC
0;North Carolina;2001;8210122;NC
0;North Carolina;2002;8326201;NC
0;North Carolina;2003;8422501;NC
0;North Carolina;2004;8553152;NC
0;North Carolina;2005;8705407;NC
0;North Carolina;2006;8917270;NC
0;North Carolina;2007;9118037;NC
0;North Carolina;2008;9309449;NC
0;North Carolina;2009;9449566;NC
0;North Carolina;2010;9574586;NC
0;North Carolina;2011;9658913;NC
0;North Carolina;2012;9751810;NC
0;North Carolina;2013;9846717;NC
0;North Carolina;2014;9937295;NC
0;North Carolina;2015;10037218;NC
0;North Carolina;2016;10161802;NC
0;North Carolina;2017;10275758;NC
0;North Carolina;2018;10391358;NC
0;North Carolina;2019;10501384;NC
0;North Carolina;2020;10449652;NC
0;North Carolina;2021;10564320;NC
0;North Carolina;2022;10710793;NC
0;North Carolina;2023;10881189;NC
0;North Carolina;2024;11046024;NC
0;North Dakota;1990;637685;ND
0;North Dakota;1991;635753;ND
0;North Dakota;1992;638223;ND
0;North Dakota;1993;641216;ND
0;North Dakota;1994;644806;ND
0;North Dakota;1995;647832;ND
0;North Dakota;1996;650382;ND
0;North Dakota;1997;649716;ND
0;North Dakota;1998;647532;ND
0;North Dakota;1999;644259;ND
0;North Dakota;2000;642023;ND
0;North Dakota;2001;639062;ND
0;North Dakota;2002;638168;ND
0;North Dakota;2003;638817;ND
0;North Dakota;2004;644705;ND
0;North Dakota;2005;646089;ND
0;North Dakota;2006;649422;ND
0;North Dakota;2007;652822;ND
0;North Dakota;2008;657569;ND
0;North Dakota;2009;664968;ND
0;North Dakota;2010;674752;ND
0;North Dakota;2011;685526;ND
0;North Dakota;2012;702227;ND
0;North Dakota;2013;723149;ND
0;North Dakota;2014;738736;ND
0;North Dakota;2015;755537;ND
0;North Dakota;2016;756114;ND
0;North Dakota;2017;756755;ND
0;North Dakota;2018;760062;ND
0;North Dakota;2019;763724;ND
0;North Dakota;2020;779563;ND
0;North Dakota;2021;777966;ND
0;North Dakota;2022;781057;ND
0;North Dakota;2023;789047;ND
0;North Dakota;2024;796568;ND
0;Ohio;1990;10864162;OH
0;Ohio;1991;10945762;OH
0;Ohio;1992;11029431;OH
0;Ohio;1993;11101140;OH
0;Ohio;1994;11152455;OH
0;Ohio;1995;11202751;OH
0;Ohio;1996;11242827;OH
0;Ohio;1997;11277357;OH
0;Ohio;1998;11311536;OH
0;Ohio;1999;11335454;OH
0;Ohio;2000;11363543;OH
0;Ohio;2001;11387404;OH
0;Ohio;2002;11407889;OH
0;Ohio;2003;11434788;OH
0;Ohio;2004;11452251;OH
0;Ohio;2005;11463320;OH
0;Ohio;2006;11481213;OH
0;Ohio;2007;11500468;OH
0;Ohio;2008;11515391;OH
0;Ohio;2009;11528896;OH
0;Ohio;2010;11539449;OH
0;Ohio;2011;11545735;OH
0;Ohio;2012;11550971;OH
0;Ohio;2013;11579692;OH
0;Ohio;2014;11606573;OH
0;Ohio;2015;11622315;OH
0;Ohio;2016;11640060;OH
0;Ohio;2017;11665706;OH
0;Ohio;2018;11680892;OH
0;Ohio;2019;11696507;OH
0;Ohio;2020;11798905;OH
0;Ohio;2021;11767344;OH
0;Ohio;2022;11777874;OH
0;Ohio;2023;11824034;OH
0;Ohio;2024;11883304;OH
0;Oklahoma;1990;3148825;OK
0;Oklahoma;1991;3175440;OK
0;Oklahoma;1992;3220517;OK
0;Oklahoma;1993;3252285;OK
0;Oklahoma;1994;3280940;OK
0;Oklahoma;1995;3308208;OK
0;Oklahoma;1996;3340129;OK
0;Oklahoma;1997;3372918;OK
0;Oklahoma;1998;3405194;OK
0;Oklahoma;1999;3437148;OK
0;Oklahoma;2000;3454365;OK
0;Oklahoma;2001;3467100;OK
0;Oklahoma;2002;3489080;OK
0;Oklahoma;2003;3504892;OK
0;Oklahoma;2004;3525233;OK
0;Oklahoma;2005;3548597;OK
0;Oklahoma;2006;3594090;OK
0;Oklahoma;2007;3634349;OK
0;Oklahoma;2008;3668976;OK
0;Oklahoma;2009;3717572;OK
0;Oklahoma;2010;3760014;OK
0;Oklahoma;2011;3788824;OK
0;Oklahoma;2012;3819320;OK
0;Oklahoma;2013;3853891;OK
0;Oklahoma;2014;3879187;OK
0;Oklahoma;2015;3910518;OK
0;Oklahoma;2016;3928143;OK
0;Oklahoma;2017;3933602;OK
0;Oklahoma;2018;3943488;OK
0;Oklahoma;2019;3960676;OK
0;Oklahoma;2020;3965415;OK
0;Oklahoma;2021;3992238;OK
0;Oklahoma;2022;4026229;OK
0;Oklahoma;2023;4063882;OK
0;Oklahoma;2024;4095393;OK
0;Oregon;1990;2860375;OR
0;Oregon;1991;2928507;OR
0;Oregon;1992;2991755;OR
0;Oregon;1993;3060367;OR
0;Oregon;1994;3121264;OR
0;Oregon;1995;3184369;OR
0;Oregon;1996;3247111;OR
0;Oregon;1997;3304310;OR
0;Oregon;1998;3352449;OR
0;Oregon;1999;3393941;OR
0;Oregon;2000;3429708;OR
0;Oregon;2001;3467937;OR
0;Oregon;2002;3513424;OR
0;Oregon;2003;3547376;OR
0;Oregon;2004;3569463;OR
0;Oregon;2005;3613202;OR
0;Oregon;2006;3670883;OR
0;Oregon;2007;3722417;OR
0;Oregon;2008;3768748;OR
0;Oregon;2009;3808600;OR
0;Oregon;2010;3837614;OR
0;Oregon;2011;3872672;OR
0;Oregon;2012;3900102;OR
0;Oregon;2013;3924110;OR
0;Oregon;2014;3965447;OR
0;Oregon;2015;4018542;OR
0;Oregon;2016;4093271;OR
0;Oregon;2017;4147294;OR
0;Oregon;2018;4183538;OR
0;Oregon;2019;4216116;OR
0;Oregon;2020;4243779;OR
0;Oregon;2021;4254280;OR
0;Oregon;2022;4247372;OR
0;Oregon;2023;4253653;OR
0;Oregon;2024;4272371;OR
0;Pennsylvania;1990;11903299;PA
0;Pennsylvania;1991;11982164;PA
0;Pennsylvania;1992;12049450;PA
0;Pennsylvania;1993;12119724;PA
0;Pennsylvania;1994;12166050;PA
0;Pennsylvania;1995;12198403;PA
0;Pennsylvania;1996;12220464;PA
0;Pennsylvania;1997;12227814;PA
0;Pennsylvania;1998;12245672;PA
0;Pennsylvania;1999;12263805;PA
0;Pennsylvania;2000;12284173;PA
0;Pennsylvania;2001;12298970;PA
0;Pennsylvania;2002;12331031;PA
0;Pennsylvania;2003;12374658;PA
0;Pennsylvania;2004;12410722;PA
0;Pennsylvania;2005;12449990;PA
0;Pennsylvania;2006;12510809;PA
0;Pennsylvania;2007;12563937;PA
0;Pennsylvania;2008;12612285;PA
0;Pennsylvania;2009;12666858;PA
0;Pennsylvania;2010;12711406;PA
0;Pennsylvania;2011;12747052;PA
0;Pennsylvania;2012;12769123;PA
0;Pennsylvania;2013;12779538;PA
0;Pennsylvania;2014;12792392;PA
0;Pennsylvania;2015;12789838;PA
0;Pennsylvania;2016;12788468;PA
0;Pennsylvania;2017;12794679;PA
0;Pennsylvania;2018;12809107;PA
0;Pennsylvania;2019;12798883;PA
0;Pennsylvania;2020;12996143;PA
0;Pennsylvania;2021;13015571;PA
0;Pennsylvania;2022;12984990;PA
0;Pennsylvania;2023;13017721;PA
0;Pennsylvania;2024;13078751;PA
0;Rhode Island;1990;1005995;RI
0;Rhode Island;1991;1010649;RI
0;Rhode Island;1992;1012581;RI
0;Rhode Island;1993;1015113;RI
0;Rhode Island;1994;1015960;RI
0;Rhode Island;1995;1017002;RI
0;Rhode Island;1996;1020893;RI
0;Rhode Island;1997;1025353;RI
0;Rhode Island;1998;1031155;RI
0;Rhode Island;1999;1040402;RI
0;Rhode Island;2000;1050268;RI
0;Rhode Island;2001;1057142;RI
0;Rhode Island;2002;1065995;RI
0;Rhode Island;2003;1071342;RI
0;Rhode Island;2004;1074579;RI
0;Rhode Island;2005;1067916;RI
0;Rhode Island;2006;1063096;RI
0;Rhode Island;2007;1057315;RI
0;Rhode Island;2008;1055003;RI
0;Rhode Island;2009;1053646;RI
0;Rhode Island;2010;1053994;RI
0;Rhode Island;2011;1053829;RI
0;Rhode Island;2012;1054893;RI
0;Rhode Island;2013;1055560;RI
0;Rhode Island;2014;1056511;RI
0;Rhode Island;2015;1056886;RI
0;Rhode Island;2016;1057816;RI
0;Rhode Island;2017;1056554;RI
0;Rhode Island;2018;1059338;RI
0;Rhode Island;2019;1058158;RI
0;Rhode Island;2020;1096530;RI
0;Rhode Island;2021;1097246;RI
0;Rhode Island;2022;1099498;RI
0;Rhode Island;2023;1103429;RI
0;Rhode Island;2024;1112308;RI
0;South Carolina;1990;3501155;SC
0;South Carolina;1991;3570404;SC
0;South Carolina;1992;3620464;SC
0;South Carolina;1993;3663314;SC
0;South Carolina;1994;3705397;SC
0;South Carolina;1995;3748582;SC
0;South Carolina;1996;3796200;SC
0;South Carolina;1997;3859696;SC
0;South Carolina;1998;3919235;SC
0;South Carolina;1999;3974682;SC
0;South Carolina;2000;4024223;SC
0;South Carolina;2001;4064995;SC
0;South Carolina;2002;4107795;SC
0;South Carolina;2003;4150297;SC
0;South Carolina;2004;4210921;SC
0;South Carolina;2005;4270150;SC
0;South Carolina;2006;4357847;SC
0;South Carolina;2007;4444110;SC
0;South Carolina;2008;4528996;SC
0;South Carolina;2009;4589872;SC
0;South Carolina;2010;4635846;SC
0;South Carolina;2011;4672655;SC
0;South Carolina;2012;4719027;SC
0;South Carolina;2013;4766469;SC
0;South Carolina;2014;4826858;SC
0;South Carolina;2015;4896006;SC
0;South Carolina;2016;4963031;SC
0;South Carolina;2017;5027102;SC
0;South Carolina;2018;5091702;SC
0;South Carolina;2019;5157702;SC
0;South Carolina;2020;5132249;SC
0;South Carolina;2021;5194274;SC
0;South Carolina;2022;5287935;SC
0;South Carolina;2023;5387830;SC
0;South Carolina;2024;5478831;SC
0;South Dakota;1990;697101;SD
0;South Dakota;1991;703669;SD
0;South Dakota;1992;712801;SD
0;South Dakota;1993;722160;SD
0;South Dakota;1994;730790;SD
0;South Dakota;1995;737926;SD
0;South Dakota;1996;742214;SD
0;South Dakota;1997;744223;SD
0;South Dakota;1998;746059;SD
0;South Dakota;1999;750413;SD
0;South Dakota;2000;755844;SD
0;South Dakota;2001;757972;SD
0;South Dakota;2002;760020;SD
0;South Dakota;2003;763729;SD
0;South Dakota;2004;770396;SD
0;South Dakota;2005;775493;SD
0;South Dakota;2006;783033;SD
0;South Dakota;2007;791623;SD
0;South Dakota;2008;799124;SD
0;South Dakota;2009;807067;SD
0;South Dakota;2010;816193;SD
0;South Dakota;2011;823740;SD
0;South Dakota;2012;833859;SD
0;South Dakota;2013;842751;SD
0;South Dakota;2014;849670;SD
0;South Dakota;2015;854663;SD
0;South Dakota;2016;863693;SD
0;South Dakota;2017;873732;SD
0;South Dakota;2018;879386;SD
0;South Dakota;2019;887127;SD
0;South Dakota;2020;887948;SD
0;South Dakota;2021;896492;SD
0;South Dakota;2022;909723;SD
0;South Dakota;2023;918305;SD
0;South Dakota;2024;924669;SD
0;Tennessee;1990;4894492;TN
0;Tennessee;1991;4966587;TN
0;Tennessee;1992;5049742;TN
0;Tennessee;1993;5137584;TN
0;Tennessee;1994;5231438;TN
0;Tennessee;1995;5326936;TN
0;Tennessee;1996;5416643;TN
0;Tennessee;1997;5499233;TN
0;Tennessee;1998;5570045;TN
0;Tennessee;1999;5638706;TN
0;Tennessee;2000;5703719;TN
0;Tennessee;2001;5750789;TN
0;Tennessee;2002;5795918;TN
0;Tennessee;2003;5847812;TN
0;Tennessee;2004;5910809;TN
0;Tennessee;2005;5991057;TN
0;Tennessee;2006;6088766;TN
0;Tennessee;2007;6175727;TN
0;Tennessee;2008;6247411;TN
0;Tennessee;2009;6306019;TN
0;Tennessee;2010;6355518;TN
0;Tennessee;2011;6400298;TN
0;Tennessee;2012;6455752;TN
0;Tennessee;2013;6496943;TN
0;Tennessee;2014;6544617;TN
0;Tennessee;2015;6595354;TN
0;Tennessee;2016;6651277;TN
0;Tennessee;2017;6714748;TN
0;Tennessee;2018;6778180;TN
0;Tennessee;2019;6830325;TN
0;Tennessee;2020;6927904;TN
0;Tennessee;2021;6965740;TN
0;Tennessee;2022;7062217;TN
0;Tennessee;2023;7148304;TN
0;Tennessee;2024;7227750;TN
0;Texas;1990;17056755;TX
0;Texas;1991;17398005;TX
0;Texas;1992;17759738;TX
0;Texas;1993;18161612;TX
0;Texas;1994;18564062;TX
0;Texas;1995;18958751;TX
0;Texas;1996;19340342;TX
0;Texas;1997;19740317;TX
0;Texas;1998;20157531;TX
0;Texas;1999;20558220;TX
0;Texas;2000;20944499;TX
0;Texas;2001;21319622;TX
0;Texas;2002;21690325;TX
0;Texas;2003;22030931;TX
0;Texas;2004;22394023;TX
0;Texas;2005;22778123;TX
0;Texas;2006;23359580;TX
0;Texas;2007;23831983;TX
0;Texas;2008;24309039;TX
0;Texas;2009;24801761;TX
0;Texas;2010;25241897;TX
0;Texas;2011;25645504;TX
0;Texas;2012;26084120;TX
0;Texas;2013;26479646;TX
0;Texas;2014;26963092;TX
0;Texas;2015;27468531;TX
0;Texas;2016;27914064;TX
0;Texas;2017;28291024;TX
0;Texas;2018;28624564;TX
0;Texas;2019;28986794;TX
0;Texas;2020;29239570;TX
0;Texas;2021;29570351;TX
0;Texas;2022;30113488;TX
0;Texas;2023;30727890;TX
0;Texas;2024;31290831;TX
0;Utah;1990;1731223;UT
0;Utah;1991;1779780;UT
0;Utah;1992;1836799;UT
0;Utah;1993;1898404;UT
0;Utah;1994;1960446;UT
0;Utah;1995;2014179;UT
0;Utah;1996;2067976;UT
0;Utah;1997;2119784;UT
0;Utah;1998;2165961;UT
0;Utah;1999;2203482;UT
0;Utah;2000;2244502;UT
0;Utah;2001;2283715;UT
0;Utah;2002;2324815;UT
0;Utah;2003;2360137;UT
0;Utah;2004;2401580;UT
0;Utah;2005;2457719;UT
0;Utah;2006;2525507;UT
0;Utah;2007;2597746;UT
0;Utah;2008;2663029;UT
0;Utah;2009;2723421;UT
0;Utah;2010;2775413;UT
0;Utah;2011;2814797;UT
0;Utah;2012;2854146;UT
0;Utah;2013;2898773;UT
0;Utah;2014;2938327;UT
0;Utah;2015;2983626;UT
0;Utah;2016;3044241;UT
0;Utah;2017;3103540;UT
0;Utah;2018;3155153;UT
0;Utah;2019;3203383;UT
0;Utah;2020;3284077;UT
0;Utah;2021;3339738;UT
0;Utah;2022;3391011;UT
0;Utah;2023;3443222;UT
0;Utah;2024;3503613;UT
0;Vermont;1990;564798;VT
0;Vermont;1991;568606;VT
0;Vermont;1992;572751;VT
0;Vermont;1993;577748;VT
0;Vermont;1994;583836;VT
0;Vermont;1995;589003;VT
0;Vermont;1996;593701;VT
