Countyfips,State,Year,Total Population
0,Nebraska,2003,1738643
0,Nebraska,2004,1749370
0,Nebraska,2005,1761497
0,Nebraska,2006,1772693
0,Nebraska,2007,1783440
0,Nebraska,2008,1796378
0,Nebraska,2009,1812683
0,Nebraska,2010,1829591
0,Nebraska,2011,1840914
0,Nebraska,2012,1853691
0,Nebraska,2013,1865813
0,Nebraska,2014,1879955
0,Nebraska,2015,1892059
0,Nebraska,2016,1906483
0,Nebraska,2017,1916998
0,Nebraska,2018,1925512
0,Nebraska,2019,1932571
0,Nebraska,2020,1963387
0,Nebraska,2021,1964537
0,Nebraska,2022,1972246
0,Nebraska,2023,1987864
0,Nebraska,2024,2005465
0,Nevada,1990,1220695
0,Nevada,1991,1296172
0,Nevada,1992,1351367
0,Nevada,1993,1411215
0,Nevada,1994,1499298
0,Nevada,1995,1581578
0,Nevada,1996,1666320
0,Nevada,1997,1764104
0,Nevada,1998,1853192
0,Nevada,1999,1934718
0,Nevada,2000,2018741
0,Nevada,2001,2098399
0,Nevada,2002,2173791
0,Nevada,2003,2248850
0,Nevada,2004,2346222
0,Nevada,2005,2432143
0,Nevada,2006,2522658
0,Nevada,2007,2601072
0,Nevada,2008,2653630
0,Nevada,2009,2684665
0,Nevada,2010,2702483
0,Nevada,2011,2713114
0,Nevada,2012,2744670
0,Nevada,2013,2776956
0,Nevada,2014,2818935
0,Nevada,2015,2868531
0,Nevada,2016,2919555
0,Nevada,2017,2972097
0,Nevada,2018,3030725
0,Nevada,2019,3090771
0,Nevada,2020,3116967
0,Nevada,2021,3148141
0,Nevada,2022,3176116
0,Nevada,2023,3214363
0,Nevada,2024,3267467
0,New Hampshire,1990,1112384
0,New Hampshire,1991,1109929
0,New Hampshire,1992,1117785
0,New Hampshire,1993,1129458
0,New Hampshire,1994,1142561
0,New Hampshire,1995,1157561
0,New Hampshire,1996,1174719
0,New Hampshire,1997,1189425
0,New Hampshire,1998,1205941
0,New Hampshire,1999,1222015
0,New Hampshire,2000,1239882
0,New Hampshire,2001,1255517
0,New Hampshire,2002,1269089
0,New Hampshire,2003,1279840
0,New Hampshire,2004,1290121
0,New Hampshire,2005,1298492
0,New Hampshire,2006,1308389
0,New Hampshire,2007,1312540
0,New Hampshire,2008,1315906
0,New Hampshire,2009,1316102
0,New Hampshire,2010,1316807
0,New Hampshire,2011,1320444
0,New Hampshire,2012,1324677
0,New Hampshire,2013,1327272
0,New Hampshire,2014,1334257
0,New Hampshire,2015,1337480
0,New Hampshire,2016,1343694
0,New Hampshire,2017,1350395
0,New Hampshire,2018,1355064
0,New Hampshire,2019,1360783
0,New Hampshire,2020,1378756
0,New Hampshire,2021,1387677
0,New Hampshire,2022,1396678
0,New Hampshire,2023,1402199
0,New Hampshire,2024,1409032
0,New Jersey,1990,7762963
0,New Jersey,1991,7814676
0,New Jersey,1992,7880508
0,New Jersey,1993,7948915
0,New Jersey,1994,8014306
0,New Jersey,1995,8083242
0,New Jersey,1996,8149596
0,New Jersey,1997,8218808
0,New Jersey,1998,8287418
0,New Jersey,1999,8359592
0,New Jersey,2000,8430621
0,New Jersey,2001,8492671
0,New Jersey,2002,8552643
0,New Jersey,2003,8601402
0,New Jersey,2004,8634561
0,New Jersey,2005,8651974
0,New Jersey,2006,8661679
0,New Jersey,2007,8677885
0,New Jersey,2008,8711090
0,New Jersey,2009,8755602
0,New Jersey,2010,8799451
0,New Jersey,2011,8828552
0,New Jersey,2012,8845671
0,New Jersey,2013,8857821
0,New Jersey,2014,8867277
0,New Jersey,2015,8870312
0,New Jersey,2016,8873584
0,New Jersey,2017,8888147
0,New Jersey,2018,8891730
0,New Jersey,2019,8891258
0,New Jersey,2020,9272794
0,New Jersey,2021,9270541
0,New Jersey,2022,9295227
0,New Jersey,2023,9379642
0,New Jersey,2024,9500851
0,New Mexico,1990,1521574
0,New Mexico,1991,1555305
0,New Mexico,1992,1595442
0,New Mexico,1993,1636453
0,New Mexico,1994,1682398
0,New Mexico,1995,1720394
0,New Mexico,1996,1752326
0,New Mexico,1997,1774839
0,New Mexico,1998,1793484
0,New Mexico,1999,1808082
0,New Mexico,2000,1821204
0,New Mexico,2001,1831690
0,New Mexico,2002,1855309
0,New Mexico,2003,1877574
0,New Mexico,2004,1903808
0,New Mexico,2005,1932274
0,New Mexico,2006,1962137
0,New Mexico,2007,1990070
0,New Mexico,2008,2010662
0,New Mexico,2009,2036802
0,New Mexico,2010,2064614
0,New Mexico,2011,2080707
0,New Mexico,2012,2087715
0,New Mexico,2013,2092833
0,New Mexico,2014,2090236
0,New Mexico,2015,2090071
0,New Mexico,2016,2092555
0,New Mexico,2017,2092844
0,New Mexico,2018,2093754
0,New Mexico,2019,2099634
0,New Mexico,2020,2118606
0,New Mexico,2021,2117333
0,New Mexico,2022,2113868
0,New Mexico,2023,2121164
0,New Mexico,2024,2130256
0,New York,1990,18020784
0,New York,1991,18122510
0,New York,1992,18246653
0,New York,1993,18374954
0,New York,1994,18459470
0,New York,1995,18524104
0,New York,1996,18588460
0,New York,1997,18656546
0,New York,1998,18755906
0,New York,1999,18882725
0,New York,2000,19001780
0,New York,2001,19082838
0,New York,2002,19137800
0,New York,2003,19175939
0,New York,2004,19171567
0,New York,2005,19132610
0,New York,2006,19104631
0,New York,2007,19132335
0,New York,2008,19212436
0,New York,2009,19307066
0,New York,2010,19399956
0,New York,2011,19499921
0,New York,2012,19574362
0,New York,2013,19626488
0,New York,2014,19653431
0,New York,2015,19657321
0,New York,2016,19636391
0,New York,2017,19593849
0,New York,2018,19544098
0,New York,2019,19463131
0,New York,2020,20105171
0,New York,2021,19848276
0,New York,2022,19703747
0,New York,2023,19737367
0,New York,2024,19867248
0,North Carolina,1990,6664016
0,North Carolina,1991,6784280
0,North Carolina,1992,6897214
0,North Carolina,1993,7042818
0,North Carolina,1994,7187398
0,North Carolina,1995,7344674
0,North Carolina,1996,7500670
0,North Carolina,1997,7656825
0,North Carolina,1998,7809122
0,North Carolina,1999,7949362
0,North Carolina,2000,8081614
0,North Carolina,2001,8210122
0,North Carolina,2002,8326201
0,North Carolina,2003,8422501
0,North Carolina,2004,8553152
0,North Carolina,2005,8705407
0,North Carolina,2006,8917270
0,North Carolina,2007,9118037
0,North Carolina,2008,9309449
0,North Carolina,2009,9449566
0,North Carolina,2010,9574586
0,North Carolina,2011,9658913
0,North Carolina,2012,9751810
0,North Carolina,2013,9846717
0,North Carolina,2014,9937295
0,North Carolina,2015,10037218
0,North Carolina,2016,10161802
0,North Carolina,2017,10275758
0,North Carolina,2018,10391358
0,North Carolina,2019,10501384
0,North Carolina,2020,10449652
0,North Carolina,2021,10564320
0,North Carolina,2022,10710793
0,North Carolina,2023,10881189
0,North Carolina,2024,11046024
0,North Dakota,1990,637685
0,North Dakota,1991,635753
0,North Dakota,1992,638223
0,North Dakota,1993,641216
0,North Dakota,1994,644806
0,North Dakota,1995,647832
0,North Dakota,1996,650382
0,North Dakota,1997,649716
0,North Dakota,1998,647532
0,North Dakota,1999,644259
0,North Dakota,2000,642023
0,North Dakota,2001,639062
0,North Dakota,2002,638168
0,North Dakota,2003,638817
0,North Dakota,2004,644705
0,North Dakota,2005,646089
0,North Dakota,2006,649422
0,North Dakota,2007,652822
0,North Dakota,2008,657569
0,North Dakota,2009,664968
0,North Dakota,2010,674752
0,North Dakota,2011,685526
0,North Dakota,2012,702227
0,North Dakota,2013,723149
0,North Dakota,2014,738736
0,North Dakota,2015,755537
0,North Dakota,2016,756114
0,North Dakota,2017,756755
0,North Dakota,2018,760062
0,North Dakota,2019,763724
0,North Dakota,2020,779563
0,North Dakota,2021,777966
0,North Dakota,2022,781057
0,North Dakota,2023,789047
0,North Dakota,2024,796568
0,Ohio,1990,10864162
0,Ohio,1991,10945762
0,Ohio,1992,11029431
0,Ohio,1993,11101140
0,Ohio,1994,11152455
0,Ohio,1995,11202751
0,Ohio,1996,11242827
0,Ohio,1997,11277357
0,Ohio,1998,11311536
0,Ohio,1999,11335454
0,Ohio,2000,11363543
0,Ohio,2001,11387404
0,Ohio,2002,11407889
0,Ohio,2003,11434788
0,Ohio,2004,11452251
0,Ohio,2005,11463320
0,Ohio,2006,11481213
0,Ohio,2007,11500468
0,Ohio,2008,11515391
0,Ohio,2009,11528896
0,Ohio,2010,11539449
0,Ohio,2011,11545735
0,Ohio,2012,11550971
0,Ohio,2013,11579692
0,Ohio,2014,11606573
0,Ohio,2015,11622315
0,Ohio,2016,11640060
0,Ohio,2017,11665706
0,Ohio,2018,11680892
0,Ohio,2019,11696507
0,Ohio,2020,11798905
0,Ohio,2021,11767344
0,Ohio,2022,11777874
0,Ohio,2023,11824034
0,Ohio,2024,11883304
0,Oklahoma,1990,3148825
0,Oklahoma,1991,3175440
0,Oklahoma,1992,3220517
0,Oklahoma,1993,3252285
0,Oklahoma,1994,3280940
0,Oklahoma,1995,3308208
0,Oklahoma,1996,3340129
0,Oklahoma,1997,3372918
0,Oklahoma,1998,3405194
0,Oklahoma,1999,3437148
0,Oklahoma,2000,3454365
0,Oklahoma,2001,3467100
0,Oklahoma,2002,3489080
0,Oklahoma,2003,3504892
0,Oklahoma,2004,3525233
0,Oklahoma,2005,3548597
0,Oklahoma,2006,3594090
0,Oklahoma,2007,3634349
0,Oklahoma,2008,3668976
0,Oklahoma,2009,3717572
0,Oklahoma,2010,3760014
0,Oklahoma,2011,3788824
0,Oklahoma,2012,3819320
0,Oklahoma,2013,3853891
0,Oklahoma,2014,3879187
0,Oklahoma,2015,3910518
0,Oklahoma,2016,3928143
0,Oklahoma,2017,3933602
0,Oklahoma,2018,3943488
0,Oklahoma,2019,3960676
0,Oklahoma,2020,3965415
0,Oklahoma,2021,3992238
0,Oklahoma,2022,4026229
0,Oklahoma,2023,4063882
0,Oklahoma,2024,4095393
0,Oregon,1990,2860375
0,Oregon,1991,2928507
0,Oregon,1992,2991755
0,Oregon,1993,3060367
0,Oregon,1994,3121264
0,Oregon,1995,3184369
0,Oregon,1996,3247111
0,Oregon,1997,3304310
0,Oregon,1998,3352449
0,Oregon,1999,3393941
0,Oregon,2000,3429708
0,Oregon,2001,3467937
0,Oregon,2002,3513424
0,Oregon,2003,3547376
0,Oregon,2004,3569463
0,Oregon,2005,3613202
0,Oregon,2006,3670883
0,Oregon,2007,3722417
0,Oregon,2008,3768748
0,Oregon,2009,3808600
0,Oregon,2010,3837614
0,Oregon,2011,3872672
0,Oregon,2012,3900102
0,Oregon,2013,3924110
0,Oregon,2014,3965447
0,Oregon,2015,4018542
0,Oregon,2016,4093271
0,Oregon,2017,4147294
0,Oregon,2018,4183538
0,Oregon,2019,4216116
0,Oregon,2020,4243779
0,Oregon,2021,4254280
0,Oregon,2022,4247372
0,Oregon,2023,4253653
0,Oregon,2024,4272371
0,Pennsylvania,1990,11903299
0,Pennsylvania,1991,11982164
0,Pennsylvania,1992,12049450
0,Pennsylvania,1993,12119724
0,Pennsylvania,1994,12166050
0,Pennsylvania,1995,12198403
0,Pennsylvania,1996,12220464
0,Pennsylvania,1997,12227814
0,Pennsylvania,1998,12245672
0,Pennsylvania,1999,12263805
0,Pennsylvania,2000,12284173
0,Pennsylvania,2001,12298970
0,Pennsylvania,2002,12331031
0,Pennsylvania,2003,12374658
0,Pennsylvania,2004,12410722
0,Pennsylvania,2005,12449990
0,Pennsylvania,2006,12510809
0,Pennsylvania,2007,12563937
0,Pennsylvania,2008,12612285
0,Pennsylvania,2009,12666858
0,Pennsylvania,2010,12711406
0,Pennsylvania,2011,12747052
0,Pennsylvania,2012,12769123
0,Pennsylvania,2013,12779538
0,Pennsylvania,2014,12792392
0,Pennsylvania,2015,12789838
0,Pennsylvania,2016,12788468
0,Pennsylvania,2017,12794679
0,Pennsylvania,2018,12809107
0,Pennsylvania,2019,12798883
0,Pennsylvania,2020,12996143
0,Pennsylvania,2021,13015571
0,Pennsylvania,2022,12984990
0,Pennsylvania,2023,13017721
0,Pennsylvania,2024,13078751
0,Rhode Island,1990,1005995
0,Rhode Island,1991,1010649
0,Rhode Island,1992,1012581
0,Rhode Island,1993,1015113
0,Rhode Island,1994,1015960
0,Rhode Island,1995,1017002
0,Rhode Island,1996,1020893
0,Rhode Island,1997,1025353
0,Rhode Island,1998,1031155
0,Rhode Island,1999,1040402
0,Rhode Island,2000,1050268
0,Rhode Island,2001,1057142
0,Rhode Island,2002,1065995
0,Rhode Island,2003,1071342
0,Rhode Island,2004,1074579
0,Rhode Island,2005,1067916
0,Rhode Island,2006,1063096
0,Rhode Island,2007,1057315
0,Rhode Island,2008,1055003
0,Rhode Island,2009,1053646
0,Rhode Island,2010,1053994
0,Rhode Island,2011,1053829
0,Rhode Island,2012,1054893
0,Rhode Island,2013,1055560
0,Rhode Island,2014,1056511
0,Rhode Island,2015,1056886
0,Rhode Island,2016,1057816
0,Rhode Island,2017,1056554
0,Rhode Island,2018,1059338
0,Rhode Island,2019,1058158
0,Rhode Island,2020,1096530
0,Rhode Island,2021,1097246
0,Rhode Island,2022,1099498
0,Rhode Island,2023,1103429
0,Rhode Island,2024,1112308
0,South Carolina,1990,3501155
0,South Carolina,1991,3570404
0,South Carolina,1992,3620464
0,South Carolina,1993,3663314
0,South Carolina,1994,3705397
0,South Carolina,1995,3748582
0,South Carolina,1996,3796200
0,South Carolina,1997,3859696
0,South Carolina,1998,3919235
0,South Carolina,1999,3974682
0,South Carolina,2000,4024223
0,South Carolina,2001,4064995
0,South Carolina,2002,4107795
0,South Carolina,2003,4150297
0,South Carolina,2004,4210921
0,South Carolina,2005,4270150
0,South Carolina,2006,4357847
0,South Carolina,2007,4444110
0,South Carolina,2008,4528996
0,South Carolina,2009,4589872
0,South Carolina,2010,4635846
0,South Carolina,2011,4672655
0,South Carolina,2012,4719027
0,South Carolina,2013,4766469
0,South Carolina,2014,4826858
0,South Carolina,2015,4896006
0,South Carolina,2016,4963031
0,South Carolina,2017,5027102
0,South Carolina,2018,5091702
0,South Carolina,2019,5157702
0,South Carolina,2020,5132249
0,South Carolina,2021,5194274
0,South Carolina,2022,5287935
0,South Carolina,2023,5387830
0,South Carolina,2024,5478831
0,South Dakota,1990,697101
0,South Dakota,1991,703669
0,South Dakota,1992,712801
0,South Dakota,1993,722160
0,South Dakota,1994,730790
0,South Dakota,1995,737926
0,South Dakota,1996,742214
0,South Dakota,1997,744223
0,South Dakota,1998,746059
0,South Dakota,1999,750413
0,South Dakota,2000,755844
0,South Dakota,2001,757972
0,South Dakota,2002,760020
0,South Dakota,2003,763729
0,South Dakota,2004,770396
0,South Dakota,2005,775493
0,South Dakota,2006,783033
0,South Dakota,2007,791623
0,South Dakota,2008,799124
0,South Dakota,2009,807067
0,South Dakota,2010,816193
0,South Dakota,2011,823740
0,South Dakota,2012,833859
0,South Dakota,2013,842751
0,South Dakota,2014,849670
0,South Dakota,2015,854663
0,South Dakota,2016,863693
0,South Dakota,2017,873732
0,South Dakota,2018,879386
0,South Dakota,2019,887127
0,South Dakota,2020,887948
0,South Dakota,2021,896492
0,South Dakota,2022,909723
0,South Dakota,2023,918305
0,South Dakota,2024,924669
0,Tennessee,1990,4894492
0,Tennessee,1991,4966587
0,Tennessee,1992,5049742
0,Tennessee,1993,5137584
0,Tennessee,1994,5231438
0,Tennessee,1995,5326936
0,Tennessee,1996,5416643
0,Tennessee,1997,5499233
0,Tennessee,1998,5570045
0,Tennessee,1999,5638706
0,Tennessee,2000,5703719
0,Tennessee,2001,5750789
0,Tennessee,2002,5795918
0,Tennessee,2003,5847812
0,Tennessee,2004,5910809
0,Tennessee,2005,5991057
0,Tennessee,2006,6088766
0,Tennessee,2007,6175727
0,Tennessee,2008,6247411
0,Tennessee,2009,6306019
0,Tennessee,2010,6355518
0,Tennessee,2011,6400298
0,Tennessee,2012,6455752
0,Tennessee,2013,6496943
0,Tennessee,2014,6544617
0,Tennessee,2015,6595354
0,Tennessee,2016,6651277
0,Tennessee,2017,6714748
0,Tennessee,2018,6778180
0,Tennessee,2019,6830325
0,Tennessee,2020,6927904
0,Tennessee,2021,6965740
0,Tennessee,2022,7062217
0,Tennessee,2023,7148304
0,Tennessee,2024,7227750
0,Texas,1990,17056755
0,Texas,1991,17398005
0,Texas,1992,17759738
0,Texas,1993,18161612
0,Texas,1994,18564062
0,Texas,1995,18958751
0,Texas,1996,19340342
0,Texas,1997,19740317
0,Texas,1998,20157531
0,Texas,1999,20558220
0,Texas,2000,20944499
0,Texas,2001,21319622
0,Texas,2002,21690325
0,Texas,2003,22030931
0,Texas,2004,22394023
0,Texas,2005,22778123
0,Texas,2006,23359580
0,Texas,2007,23831983
0,Texas,2008,24309039
0,Texas,2009,24801761
0,Texas,2010,25241897
0,Texas,2011,25645504
0,Texas,2012,26084120
0,Texas,2013,26479646
0,Texas,2014,26963092
0,Texas,2015,27468531
0,Texas,2016,27914064
0,Texas,2017,28291024
0,Texas,2018,28624564
0,Texas,2019,28986794
0,Texas,2020,29239570
0,Texas,2021,29570351
0,Texas,2022,30113488
0,Texas,2023,30727890
0,Texas,2024,31290831
0,Utah,1990,1731223
0,Utah,1991,1779780
0,Utah,1992,1836799
0,Utah,1993,1898404
0,Utah,1994,1960446
0,Utah,1995,2014179
0,Utah,1996,2067976
0,Utah,1997,2119784
0,Utah,1998,2165961
0,Utah,1999,2203482
0,Utah,2000,2244502
0,Utah,2001,2283715
0,Utah,2002,2324815
0,Utah,2003,2360137
0,Utah,2004,2401580
0,Utah,2005,2457719
0,Utah,2006,2525507
0,Utah,2007,2597746
0,Utah,2008,2663029
0,Utah,2009,2723421
0,Utah,2010,2775413
0,Utah,2011,2814797
0,Utah,2012,2854146
0,Utah,2013,2898773
0,Utah,2014,2938327
0,Utah,2015,2983626
0,Utah,2016,3044241
0,Utah,2017,3103540
0,Utah,2018,3155153
0,Utah,2019,3203383
0,Utah,2020,3284077
0,Utah,2021,3339738
0,Utah,2022,3391011
0,Utah,2023,3443222
0,Utah,2024,3503613
0,Vermont,1990,564798
0,Vermont,1991,568606
0,Vermont,1992,572751
0,Vermont,1993,577748
0,Vermont,1994,583836
0,Vermont,1995,589003
0,Vermont,1996,593701
0,Vermont,1997,597239
0,Vermont,1998,600416
0,Vermont,1999,604683
0,Vermont,2000,609618
0,Vermont,2001,612223
0,Vermont,2002,615442
0,Vermont,2003,617858
0,Vermont,2004,619920
0,Vermont,2005,621215
0,Vermont,2006,622892
0,Vermont,2007,623481
0,Vermont,2008,624151
0,Vermont,2009,624817
0,Vermont,2010,625886
0,Vermont,2011,627197
0,Vermont,2012,626361
0,Vermont,2013,626603
0,Vermont,2014,625693
0,Vermont,2015,625810
0,Vermont,2016,624366
0,Vermont,2017,625132
0,Vermont,2018,624802
0,Vermont,2019,624046
0,Vermont,2020,642977
0,Vermont,2021,647210
0,Vermont,2022,648142
0,Vermont,2023,648708
0,Vermont,2024,648493
0,Virginia,1990,6216884
0,Virginia,1991,6301217
0,Virginia,1992,6414307
0,Virginia,1993,6509630
0,Virginia,1994,6593139
0,Virginia,1995,6670693
0,Virginia,1996,6750884
0,Virginia,1997,6829183
0,Virginia,1998,6900918
0,Virginia,1999,7000174
0,Virginia,2000,7105817
0,Virginia,2001,7198362
0,Virginia,2002,7286873
0,Virginia,2003,7366977
0,Virginia,2004,7475575
0,Virginia,2005,7577105
0,Virginia,2006,7673725
0,Virginia,2007,7751000
0,Virginia,2008,7833496
0,Virginia,2009,7925937
0,Virginia,2010,8024004
0,Virginia,2011,8102437
0,Virginia,2012,8187456
0,Virginia,2013,8255861
0,Virginia,2014,8315430
0,Virginia,2015,8367303
0,Virginia,2016,8417651
0,Virginia,2017,8471011
0,Virginia,2018,8510920
0,Virginia,2019,8556642
0,Virginia,2020,8637615
0,Virginia,2021,8658910
0,Virginia,2022,8683414
0,Virginia,2023,8734685
0,Virginia,2024,8811195
0,Washington,1990,4903043
0,Washington,1991,5025624
0,Washington,1992,5160757
0,Washington,1993,5278842
0,Washington,1994,5375161
0,Washington,1995,5481027
0,Washington,1996,5569753
0,Washington,1997,5674747
0,Washington,1998,5769562
0,Washington,1999,5842564
0,Washington,2000,5910512
0,Washington,2001,5985722
0,Washington,2002,6052349
0,Washington,2003,6104115
0,Washington,2004,6178645
0,Washington,2005,6257305
0,Washington,2006,6370753
0,Washington,2007,6461587
0,Washington,2008,6562231
0,Washington,2009,6667426
0,Washington,2010,6743009
0,Washington,2011,6827479
0,Washington,2012,6898599
0,Washington,2013,6966252
0,Washington,2014,7057531
0,Washington,2015,7167287
0,Washington,2016,7299961
0,Washington,2017,7427951
0,Washington,2018,7526793
0,Washington,2019,7614024
0,Washington,2020,7727209
0,Washington,2021,7743760
0,Washington,2022,7794123
0,Washington,2023,7857320
0,Washington,2024,7958180
0,West Virginia,1990,1792548
0,West Virginia,1991,1798735
0,West Virginia,1992,1806451
0,West Virginia,1993,1817539
0,West Virginia,1994,1820421
0,West Virginia,1995,1823700
0,West Virginia,1996,1822808
0,West Virginia,1997,1819113
0,West Virginia,1998,1815609
0,West Virginia,1999,1811799
0,West Virginia,2000,1807021
0,West Virginia,2001,1801481
0,West Virginia,2002,1805414
0,West Virginia,2003,1812295
0,West Virginia,2004,1816438
0,West Virginia,2005,1820492
0,West Virginia,2006,1827912
0,West Virginia,2007,1834052
0,West Virginia,2008,1840310
0,West Virginia,2009,1847775
0,West Virginia,2010,1854265
0,West Virginia,2011,1856606
0,West Virginia,2012,1857446
0,West Virginia,2013,1854768
0,West Virginia,2014,1850569
0,West Virginia,2015,1843332
0,West Virginia,2016,1832435
0,West Virginia,2017,1818683
0,West Virginia,2018,1805953
0,West Virginia,2019,1795263
0,West Virginia,2020,1791646
0,West Virginia,2021,1785618
0,West Virginia,2022,1774122
0,West Virginia,2023,1770495
0,West Virginia,2024,1769979
0,Wisconsin,1990,4904562
0,Wisconsin,1991,4964343
0,Wisconsin,1992,5025398
0,Wisconsin,1993,5084889
0,Wisconsin,1994,5133678
0,Wisconsin,1995,5184836
0,Wisconsin,1996,5229986
0,Wisconsin,1997,5266213
0,Wisconsin,1998,5297673
0,Wisconsin,1999,5332666
0,Wisconsin,2000,5373999
0,Wisconsin,2001,5406835
0,Wisconsin,2002,5445162
0,Wisconsin,2003,5479203
0,Wisconsin,2004,5514026
0,Wisconsin,2005,5546166
0,Wisconsin,2006,5577655
0,Wisconsin,2007,5610775
0,Wisconsin,2008,5640996
0,Wisconsin,2009,5669264
0,Wisconsin,2010,5690538
0,Wisconsin,2011,5705840
0,Wisconsin,2012,5720825
0,Wisconsin,2013,5738012
0,Wisconsin,2014,5753199
0,Wisconsin,2015,5762927
0,Wisconsin,2016,5775170
0,Wisconsin,2017,5793147
0,Wisconsin,2018,5809319
0,Wisconsin,2019,5824581
0,Wisconsin,2020,5897375
0,Wisconsin,2021,5881608
0,Wisconsin,2022,5903975
0,Wisconsin,2023,5930405
0,Wisconsin,2024,5960975
0,Wyoming,1990,453690
0,Wyoming,1991,459260
0,Wyoming,1992,466251
0,Wyoming,1993,473081
0,Wyoming,1994,480283
0,Wyoming,1995,485160
0,Wyoming,1996,488167
0,Wyoming,1997,489452
0,Wyoming,1998,490787
0,Wyoming,1999,491780
0,Wyoming,2000,494300
0,Wyoming,2001,494657
0,Wyoming,2002,500017
0,Wyoming,2003,503453
0,Wyoming,2004,509106
0,Wyoming,2005,514157
0,Wyoming,2006,522667
0,Wyoming,2007,534876
0,Wyoming,2008,546043
0,Wyoming,2009,559851
0,Wyoming,2010,564531
0,Wyoming,2011,567491
0,Wyoming,2012,576656
0,Wyoming,2013,582620
0,Wyoming,2014,583159
0,Wyoming,2015,586389
0,Wyoming,2016,585243
0,Wyoming,2017,579994
0,Wyoming,2018,579054
0,Wyoming,2019,580116
0,Wyoming,2020,577681
0,Wyoming,2021,579636
0,Wyoming,2022,581978
0,Wyoming,2023,585067
0,Wyoming,2024,587618
0,Puerto Rico,2010,3721525
0,Puerto Rico,2011,3678732
0,Puerto Rico,2012,3634488
0,Puerto Rico,2013,3593077
0,Puerto Rico,2014,3534874
0,Puerto Rico,2015,3473232
0,Puerto Rico,2016,3406672
0,Puerto Rico,2017,3325284
0,Puerto Rico,2018,3193344
0,Puerto Rico,2019,3193553
